provincia;departamento;sector;ambito;Localizacion;ElectricidadSi;ElectricidadRedpública;ElectricidadGrupoelectrógeno;ElectricidadPanelfotovoltaicosolar;ElectricidadGeneradoreólico;ElectricidadGeneradorhidráulico;ElectricidadOtro;EquipamientoEstablecimientoTelevisor;EquipamientoEstablecimientoSistemamultimediaoCañón;EquipamientoEstablecimientoScanner;EquipamientoEstablecimientoWebcam;EquipamientoEstablecimientoReproductordeCD;EquipamientoEstablecimientoReproductordeDVD;EquipamientoEstablecimientoImpresora;EquipamientoEstablecimientoEquipoemisorderadioAMFM;EquipamientoEstablecimientoEquiporeceptorderadioAMFM;EquipamientoEstablecimientoServidorparausoescolar;EquipamientoEstablecimientoImpresora3D;EquipamientoEstablecimientoEquipodeSonido;EquipamientoEstablecimientoPizarrasdigitales;EquipamientoBibliotecaTelevisor;EquipamientoBibliotecaSistemamultimediaoCañón;EquipamientoBibliotecaScanner;EquipamientoBibliotecaEquipamientoBibliotecaWebcam;EquipamientoBibliotecaReproductordeCD;EquipamientoBibliotecaReproductordeDVD;EquipamientoBibliotecaImpresora;EquipamientoBibliotecaEquipoemisorderadioAMFM;EquipamientoBibliotecaEquiporeceptorderadioAMFM;EquipamientoBibliotecaServidorparausoescolar;InternetTipodeservicioGratuitoEstado;InternetTipodeservicioGratuitoOtro;InternetTipodeservicioPago;InternetTipodeconexiónTelefónica;InternetTipodeconexiónADSL;InternetTipodeconexiónCableMódem;InternetTipodeconexiónSatelital;InternetTipodeconexiónOtroTipo;InternetTipodeconexiónMóvil;EspaciosconconexiónEneláreadeadministración;EspaciosconconexiónEnlasaulas;EspaciosconconexiónEnlabibliotecas;EspaciosconconexiónEnotroespaciodelestablecimiento;EspaciosconconexiónEnellaboratorio;CooperadoraConpersoneríajurídica;CooperadoraSinpersoneríajurídica;CooperadoraNo;SistemadeGestiónEscolarSi;SistemadeGestiónEscolarProvistoporelMinisterio;SistemadeGestiónEscolarDesarrolladoporterceros;SistemadeGestiónEscolarEncargadoporelEstablecimiento;SistemadeGestiónEscolarPlanilladeCalculo;DisponedesalaolaboratoriodeinformáticaSi;LaboratorioFuncionaesespacioexclusivoSi;BibliotecaDisponedealmenosunaSi;BibliotecaFuncionaesespacioexclusivoSi;SubvenciónEstatalJardínMaternalSi;SubvenciónEstatalJardíndeInfantesSi;SubvenciónEstatalPrimariaSi;SubvenciónEstatalSecundariaSi;SubvenciónEstatalSNUSi
Buenos Aires;ALBERTI;Estatal;Rural;19;19;19; ; ; ; ; ;12;12;7;6;9;7;12;4; ;3;1;12;9;4;4;3;4;4;4;5;3; ; ;10;5;3;3; ;4;11;2;2;11;13;5;9;4;8;6;5;9;9; ; ; ;5;1;10;6; ; ; ; ; 
Buenos Aires;ALBERTI;Estatal;Urbano;9;9;9; ; ; ; ; ;7;9;7;1;4;3;9;6; ; ;1;9;5;1;3; ; ; ; ;1;1; ; ;5;1;3;4; ;4;1; ;3;9;8;4;8;1;3;5;1;3;3; ; ; ;1; ;6;5; ; ; ; ; 
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;244;241;239; ; ; ; ;2;190;186;80;33;91;100;195;73; ;32;13;188;55;70;47;6;6;21;30;23;14; ;7;220;4;2;53;11;141;21;20;27;223;157;115;86;40;101;65;75;101;92;1; ;8;58;37;209;155; ; ; ; ; 
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;174;166;166;11;1; ; ; ;144;124;87;83;103;86;152;80; ;33;8;155;14;27;22;9;9;22;20;23;14; ;6;3; ;160;68;8;106;6;13;33;157;100;44;95;86;4; ;162;81;50;10;15;6;88;74;91;65;3;48;45;44;1
Buenos Aires;ARRECIFES;Estatal;Rural;17;17;17; ; ; ; ; ;13;11;2; ;5;5;12;7; ;4; ;11;3;2;2; ; ; ;1;1; ; ; ;11;6; ;1;1;6;5;2;2;15;15;5;8;2;6;6;5;8;7; ; ;1;4;2;9;6; ; ; ; ; 
Buenos Aires;ARRECIFES;Estatal;Urbano;29;29;29; ; ; ; ; ;26;21;12;3;18;17;25;10; ;7;2;21;8;13;10;3; ;7;9;4;3; ;3;18;8;3;5;3;13;3;6;2;26;16;13;12;8;14;11;4;17;17; ; ; ;9;8;25;16; ; ; ; ; 
Buenos Aires;AVELLANEDA;Estatal;Urbano;185;184;184; ; ; ; ;1;141;159;87;38;76;70;164;66; ;17;13;152;51;52;51;13;9;30;29;20;20; ;4;146;6;15;43;5;105;11;18;30;163;115;90;65;46;128;42;14;66;55;4;5;2;69;50;151;113; ; ; ; ; 
Buenos Aires;AVELLANEDA;Privado;Urbano;112;112;112;2; ; ; ;3;94;96;76;70;80;67;108;52; ;23;6;108;32;17;19;7;16;23;22;14;13; ;7;1; ;111;29;4;85;5;9;23;110;90;39;77;76;2; ;110;46;14;14;17;1;71;62;62;37;11;29;26;28;4
Buenos Aires;AYACUCHO;Estatal;Rural;41;40;31;2;8; ; ;1;23;28;12;4;12;21;29;16; ;3; ;21;11;4;4; ;2; ;4;2;1; ; ;37;1;1;1;1;6;28;3;2;21;31;3;11; ;19;12;10;11;8; ; ;3;2; ;19;8; ; ; ; ; 
Buenos Aires;AYACUCHO;Estatal;Urbano;24;24;23; ;1; ; ; ;21;18;6;1;13;16;18;6; ;2;2;19;10;11;6;1;1;5;7;5;3; ;1;18;2;3;4; ;11;4;5;3;20;10;7;7;2;11;4;9;15;15; ; ; ;7;4;18;15; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Rural;43;42;30; ;12; ; ; ;22;29;16;9;20;17;27;22; ;1;1;25;15;3;6;3;1;2;1;6;6; ; ;37;5; ;1; ;7;34;3;1;21;40;9;16;2;10;13;20;9;7; ; ;2;5;1;23;8; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Urbano;60;60;60; ; ; ; ; ;46;49;26;11;25;29;53;30; ;10;4;51;25;14;13;3;2;6;10;6;9; ;5;46;9;1;5;6;28;12;10;7;54;38;23;18;7;28;20;12;31;26;3; ;2;18;11;48;30; ; ; ; ; 
Buenos Aires;AZUL;Privado;Urbano;21;21;21; ; ; ; ; ;14;19;9;6;17;13;19;13; ;3; ;19; ;5;5;2;1;4;5;3;4; ; ; ;3;18;2;1;14;1;3;1;21;17;6;13;8;3;3;15;8;5;1; ;2;9;8;12;6;1;4;7;7; 
Buenos Aires;BAHIA BLANCA;Estatal;Rural;6;6;6; ; ; ; ; ;5;6;2;3;4;3;6;5; ;1; ;6;2;1;1;1;1;2;1;1;1; ; ;2;4; ; ; ;3;2;2; ;4;5;2;2;1;3;1;2;1;1; ; ; ;1;1;5;2; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Urbano;196;195;194; ; ; ; ;1;159;179;88;32;96;88;180;108; ;28;7;159;79;72;69;17;9;42;39;34;35; ;7;127;20;34;23;6;136;12;18;13;176;128;108;66;34;116;31;48;97;81;7;4;5;50;24;176;133; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Privado;Urbano;86;86;86; ; ; ; ; ;76;71;46;48;64;45;81;43; ;22;6;81;12;18;15;8;14;18;15;21;9; ;7; ; ;85;8;5;64;4;9;18;85;66;45;57;39; ; ;86;54;24;14;16; ;40;38;61;43;11;23;15;19;4
Buenos Aires;BALCARCE;Estatal;Rural;35;35;34; ;1; ; ; ;21;23;17;6;6;8;28;15; ;4; ;21;15;6;7;3;3;2;2;4;2; ;1;34;1; ; ; ;6;25;3;2;25;32;10;15;3;19;11;5;16;16; ; ; ;7;3;15;10; ; ; ; ; 
Buenos Aires;BALCARCE;Estatal;Urbano;44;44;43; ;1; ; ; ;33;32;19;7;21;21;34;16; ;8;1;29;14;13;8;2;1;4;8;2;2; ;2;33;4;4;9;1;26;7;7; ;35;27;14;14;7;28;5;11;25;22; ; ;3;11;5;30;21; ; ; ; ; 
Buenos Aires;BALCARCE;Privado;Rural;5;5;5;2; ; ; ; ;4;3;2;1;1;1;5; ; ;1;1;5;3;2;2; ; ;1;1;1; ; ;1; ;1;4; ;2;3; ; ; ;5;5;4;3;4; ; ;5;4;2;2; ; ;4;3;5;3;1;2;1;2; 
Buenos Aires;BALCARCE;Privado;Urbano;4;4;4; ; ; ; ; ;4;4;4;2;4;4;4;3; ;1; ;4; ;3;3; ;1;1;3; ;1; ; ; ; ;4;1;1;2; ; ;1;4;4;3;3;3;1; ;3;3;3; ; ; ;3;3;4;3; ;3;3;1; 
Buenos Aires;BARADERO;Estatal;Rural;26;25;21;4;3;1; ; ;14;19;10;3;11;12;19;9; ;7;4;19;7;5;3;1; ;3;3;2;2; ;3;21;3;1;1; ;5;18;3;1;17;19;5;8;2;14;5;7;8;7; ; ;1;4;1;16;9; ; ; ; ; 
Buenos Aires;BARADERO;Estatal;Urbano;39;39;38;2; ; ; ; ;27;29;9;3;6;7;29;14; ;3;1;23;9;7;10; ; ; ;2;6;2; ; ;34; ;1;4;4;18;7;3;3;31;22;14;11;3;14;11;14;15;15; ; ; ;8;2;31;16; ; ; ; ; 
Buenos Aires;BARADERO;Privado;Urbano;9;9;9; ; ; ; ; ;9;8;6;3;6;6;9;5; ;2; ;9;2;7;2; ;1;3;3;1;1; ; ; ; ;9;2;2;5; ; ;1;9;8;5;7;2; ; ;9;6;1;1;4; ;2;2;8;7;1;2;2;2; 
Buenos Aires;BENITO JUAREZ;Estatal;Rural;14;14;14; ; ; ; ; ;13;13;10;1;9;7;14;9; ;1; ;9;8;4;4;2;1;2;3;2;2; ; ;8;4;2; ;1;4;5;3;3;14;11;6;4;1;9;2;3;8;8; ; ; ;2; ;11;7; ; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Urbano;16;16;16; ; ; ; ; ;13;16;10;4;10;9;15;9; ;2;2;15;7;7;8;1; ;4;4;4;3; ; ;5;4;7;1;1;1;6;5;4;16;12;10;6;3;10;5;1;12;10; ; ;2;5;3;15;12; ; ; ; ; 
Buenos Aires;BERAZATEGUI;Estatal;Urbano;186;186;184;1; ; ; ;2;157;145;116;33;66;69;174;75; ;28;9;159;42;64;60;16;7;24;30;36;22; ;11;168;8;6;37;17;99;22;33;30;179;128;108;89;32;103;49;34;86;67;4;2;13;51;33;178;137; ; ; ; ; 
Buenos Aires;BERAZATEGUI;Privado;Urbano;102;97;97;10; ; ; ; ;83;81;65;66;65;60;92;49; ;16;10;96;25;13;14;8;10;18;13;17;12; ;5;4;2;91;50;4;57;7;8;20;97;66;35;61;63; ; ;97;36;22;6;8; ;61;51;59;39;4;26;27;26;3
Buenos Aires;BERISSO;Estatal;Urbano;57;57;57; ; ; ; ; ;41;39;25;9;12;19;46;19; ;13;5;41;8;20;16;4;1;4;14;7;7; ;3;54;1;2;3;4;33;5;16;4;55;34;34;21;15;36;8;13;27;27; ; ; ;16;7;50;38; ; ; ; ; 
Buenos Aires;BERISSO;Privado;Urbano;21;20;20; ; ; ; ; ;14;18;13;11;12;11;20;9; ;3;1;19;1;4;5;3;1;2;3;3;1; ; ; ;1;19;7; ;14;3; ;2;20;13;6;11;8;2; ;18;10;4;1;5; ;8;7;11;10; ;9;7;7;1
Buenos Aires;BOLIVAR;Estatal;Rural;40;40;40; ; ; ; ; ;24;28;16;5;12;15;31;18; ; ; ;23;21;5;4;1;1;1;2;3;2; ; ;35;1;3; ;1;11;25;2;3;15;38;6;7;3;21;10;9;10;9; ; ;1;6;2;16;6; ; ; ; ; 
Buenos Aires;BOLIVAR;Estatal;Urbano;38;38;38; ; ; ; ; ;30;31;13;7;16;18;29;17; ;4;4;29;15;17;13;2;1;5;7;6;8; ;2;33;2;3;1;3;18;12;3;5;29;32;20;13;9;18;9;11;17;15;1; ;1;11;5;30;25; ; ; ; ; 
Buenos Aires;BOLIVAR;Privado;Urbano;7;7;7; ; ; ; ; ;6;6;7;7;5;4;7;4; ;1; ;7; ; ; ;2;3;2;1;5;1; ; ; ; ;7;1;2;5; ; ; ;7;7;5;6;6; ;2;5;2; ;1;1; ;5;4;6;5;1;2;2;2;1
Buenos Aires;BRAGADO;Estatal;Rural;23;23;23; ;1; ; ; ;22;18;9;1;13;10;21;12; ;4;1;20;7;6;6;2; ;2;1;4;3; ;1;15;6;2;4; ;14;7; ;3;18;18;5;6;2;15;4;4;8;7; ; ;1;3;2;14;8; ; ; ; ; 
Buenos Aires;BRAGADO;Estatal;Urbano;29;29;29; ; ; ; ; ;28;24;21;6;18;17;28;16; ;7;5;28;16;10;6;3;2;4;6;7;6; ;2;19;3;7;3;4;20;4;5;5;27;18;16;13;7;21;8; ;18;17; ; ;1;9;4;25;18; ; ; ; ; 
Buenos Aires;BRAGADO;Privado;Urbano;5;5;3; ;2; ; ; ;5;3;4;4;5;4;3;3; ;2;1;4; ;3;1;1;1;2;1;1;1; ;2; ; ;5;2; ;2; ; ;1;5;4;4;3;5; ; ;5;3; ;2;1; ;4;3;4;4; ;1;1;3; 
Buenos Aires;BRANDSEN;Estatal;Rural;29;29;26; ;1; ; ;3;19;23;10;3;13;11;20;8; ;2;2;15;7;6;4;1;1;1;2;3;2; ;1;21;2;2;1; ;11;11;3;2;21;15;7;8; ;16;5;8;13;9; ; ;4;5; ;19;7; ; ; ; ; 
Buenos Aires;BRANDSEN;Estatal;Urbano;21;20;20; ; ; ; ; ;16;17;12;3;5;8;17;5; ;2;1;11;6;9;7;2;1;3;3;2;1; ;1;15; ;1;6; ;11;2;1; ;15;5;6;2;2;15; ;5;8;7; ; ;1;8;3;18;14; ; ; ; ; 
Buenos Aires;BRANDSEN;Privado;Urbano;10;10;10; ; ; ; ; ;8;6;8;4;4;2;9;3; ;2;1;9;1;2;2;1;1;2;1;1; ; ; ; ; ;10;1;1;5;1;2;1;10;8;4;6;4; ; ;10;2;2; ; ; ;4;4;4;2; ;2;3;2; 
Buenos Aires;CAMPANA;Estatal;Rural;18;18;16;1; ; ; ;1;15;17;5;2;7;11;15;5; ;2;3;12;2;2;6;2;2;4;4;4;2; ;1;17;1; ; ; ;7;13; ;1;17;8;6;7;3;10;5;3;6;6; ; ; ;5;1;14;9; ; ; ; ; 
Buenos Aires;CAMPANA;Estatal;Urbano;72;72;72; ; ; ; ; ;61;56;33;11;26;26;65;13; ;2;11;57;13;22;13;1;3;7;9;4;2; ;1;56;3;7;5;2;38;11;8;6;63;38;28;24;8;32;21;19;30;28;1; ;1;15;10;58;45; ; ; ; ; 
Buenos Aires;CAMPANA;Privado;Urbano;36;36;36;8; ; ; ; ;29;32;26;23;23;16;36;13; ;10;6;33;8;4;7;2;6;5;5;5;1; ;1; ; ;36;8; ;30;7;2;12;36;36;19;26;13; ; ;36;20;3;3;12;2;12;9;19;13;2;5;4;5; 
Buenos Aires;CAÑUELAS;Estatal;Rural;26;26;26;1;1;1; ; ;18;19;7;3;4;9;22;4; ;1;1;21;6;4;5; ; ;2;2;3;1; ; ;25;1; ;1; ;11;19;1; ;17;24;5;11;4;10;4;12;15;13; ; ;2;11;3;10;6; ; ; ; ; 
Buenos Aires;CAÑUELAS;Estatal;Urbano;54;54;53; ; ; ; ;1;42;40;20;6;20;21;43;22; ;5;2;44;16;12;14;3;1;8;8;6;5; ;3;42;2;4;6;4;30;9;3;4;46;30;16;19;8;28;10;16;25;21; ; ;4;14;7;38;24; ; ; ; ; 
Buenos Aires;CAÑUELAS;Privado;Urbano;17;17;17;1;1; ; ; ;16;14;10;11;12;12;16;7; ;5;3;16;4; ; ; ; ;3; ; ; ; ; ; ; ;17;4; ;13;3;1;5;17;15;7;13;12; ; ;17;11;5;3;2;1;10;9;12;5; ;2;1;1; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Rural;9;9;9; ; ; ; ; ;5;6;5;1;4;3;8;4; ;2; ;6;2;1; ; ; ; ;1; ; ; ; ;8;1; ;1; ;3;5;2; ;4;6; ;4; ;5;2;2;4;4; ; ; ;1; ;3;1; ; ; ; ; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Urbano;18;18;18; ; ; ; ; ;17;15;10;6;12;10;16;6; ;6;1;15;2;8;7;5;3;7;7;6;1; ;3;16;2; ; ;1;14;1;1;3;16;13;11;9;9;10;6;2;15;15; ; ; ;11;8;14;14; ; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Rural;36;36;36; ; ; ; ; ;21;24;13;7;8;11;26;11; ;4;2;23;16;3;5;1;3;1;1;4;2; ;1;26;5;4; ;2;11;17;3;4;25;34;14;15;6;19;7;10;8;8; ; ; ;5;2;22;9; ; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Urbano;20;20;20; ; ; ; ; ;15;18;13;6;11;9;19;9; ;3;2;18;14;9;4;1;1;2;4;6;2; ;2;7;6;7;9;2;10;3;2;2;18;13;15;6;3;16;3;1;11;10;1; ; ;7;3;19;14; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Rural;29;29;29; ;1; ; ; ;19;20;13;9;14;12;28;14; ;3;1;21;7;4;5;3;2;3;4;2;4; ; ;21;7; ;5;1;11;12;1;6;20;25;9;16;1;12;12;5;11;11; ; ; ;1; ;15;7; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Urbano;15;15;15; ; ; ; ; ;13;14;10;2;6;5;15;8; ; ;1;11;7;7;8;4;1;5;3;6;2; ; ;6;9; ;1;3;6;3;3; ;13;10;7;9; ;8;7; ;7;7; ; ; ;1; ;10;7; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Rural;18;18;18;2; ; ; ; ;8;13;3;1;5;6;12;6; ;1; ;11;3;2;1; ; ;1;1;2;1; ; ;16;1; ;1; ;3;10;4; ;7;14;3;4;2;8;7;3;4;3; ; ;1;5; ;11;2; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Urbano;26;26;25;1; ; ; ;1;16;16;7;3;6;10;19;10; ;1;1;17;9;4;2;1;1; ;2;1; ; ;1;21;1;3;2; ;11;9;4; ;21;18;12;9;3;12;9;5;8;7; ; ;1;4;3;21;16; ; ; ; ; 
Buenos Aires;CASTELLI;Estatal;Rural;17;17;15;1;2; ; ;1;9;13;4;1;1;3;14;8; ;2; ;10;1;1;3; ; ;1;1;3;1; ; ;10;4; ; ; ;5;7; ;3;3;14; ; ; ;11;5;1;5;5; ; ; ; ; ;9;3; ; ; ; ; 
Buenos Aires;CASTELLI;Estatal;Urbano;9;8;7; ;1; ;1; ;7;7;4; ;1;2;7;6; ;1; ;5;1;3;1;1; ;1;1;1;1; ; ;5;2;1; ; ;6; ;3; ;8;6;2;4; ;5;1;2;3;3; ; ; ;1;1;5;4; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Rural;32;32;32; ;2; ; ; ;20;22;8;4;15;17;24;10; ;4;1;20;14;5;9;2; ;3;6;3;2; ; ;18;11; ;1;1;7;15;3;4;21;29;16;17;8;11;10;11;7;5; ; ;2;6;2;23;13; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Urbano;50;50;49; ; ; ;1;1;32;33;8;6;18;19;37;19; ;6;2;38;16;6;10; ;1;3;6;4;7; ;1;32;10;6;2;3;32;6;7;5;44;33;20;25;7;29;10;11;16;14; ; ;2;10;5;43;27; ; ; ; ; 
Buenos Aires;CHACABUCO;Privado;Urbano;9;9;9; ; ; ; ; ;9;4;5;3;7;6;9;6; ;2;1;8; ;5;1; ;1;5;4;1;4; ;2; ; ;9;3; ;7; ; ;2;9;7;6;5;1;2; ;7;1; ;1; ; ;3;2;9;7;4;4;2;2; 
Buenos Aires;CHASCOMUS;Estatal;Rural;14;14;12;1;1; ; ;1;6;9; ; ;4;3;9;4; ;1;1;7;1; ;1; ; ; ;1;1; ; ; ;14; ; ;2;1;2;11; ; ;5;11; ;1; ;5;1;8;7;7; ; ; ;1; ;7;2; ; ; ; ; 
Buenos Aires;CHASCOMUS;Estatal;Urbano;59;59;56; ;2; ; ;1;35;49;31;11;24;20;48;28; ;5;3;43;15;12;16;5;1;8;6;11;8; ; ;49;4;3;3;4;25;23;9;4;47;44;20;23;7;35;12;12;23;17;1; ;5;15;5;42;22; ; ; ; ; 
Buenos Aires;CHASCOMUS;Privado;Urbano;10;10;10; ; ; ; ; ;8;10;6;4;8;6;10;6; ;2; ;10;1;3;3;1;3;4;3;4;2; ; ; ; ;10;6; ;6;1; ;1;10;10;7;4;4; ; ;10;2;2; ; ; ;4;4;8;4; ;4;3;3; 
Buenos Aires;CHIVILCOY;Estatal;Rural;32;32;32; ; ; ; ; ;21;26;12;8;15;9;23;16; ;3; ;16;21;5;9;4;2;5;1;5;6; ; ;27;3;1;4; ;10;11;2;8;17;29;6;8;1;23;2;7;11;9; ; ;2;10;4;18;9; ; ; ; ; 
Buenos Aires;CHIVILCOY;Estatal;Urbano;60;60;60; ; ; ; ; ;51;53;21;17;30;32;54;27; ;9;4;54;28;26;19;6;3;8;17;13;3; ;5;45;8;6;4;6;26;8;15;10;52;46;31;33;12;46;9;5;32;25;2;1;4;9;5;45;37; ; ; ; ; 
Buenos Aires;CHIVILCOY;Privado;Urbano;19;19;19; ; ; ; ; ;8;19;9;6;14;11;17;9; ;2; ;18; ;3;5;3;2;7;4;2;2; ;1; ; ;18;3; ;8;3;3;4;18;14;7;12;3; ; ;19;8;5;2;1; ;5;2;13;5;3;5;6;6;1
Buenos Aires;COLON;Estatal;Rural;13;13;13; ; ; ; ; ;9;10;5;2;8;6;10;2; ; ; ;8;4;3;1; ; ;1;2; ; ; ; ;9;1;1; ; ;2;8;2; ;7;9;1;3; ;2;8;3;2;2; ; ; ;3;1;9;6; ; ; ; ; 
Buenos Aires;COLON;Estatal;Urbano;22;22;21; ;1; ; ; ;18;20;9;4;8;9;21;10; ;4;2;18;9;12;9; ;2;6;6;4;6; ;2;13;1;5; ; ;8;5;4;3;18;17;15;12;8;9;10;3;15;10;2; ;3;8;7;19;15; ; ; ; ; 
Buenos Aires;COLON;Privado;Urbano;9;9;9; ; ; ; ; ;8;8;7;4;4;5;8;4; ;1; ;8;2;3;2; ; ;1;2; ;2; ; ; ; ;9;2; ;6; ;1; ;9;4;3;2;3; ; ;9;5;3; ;2; ;4;4;7;3; ;3;3;3; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Rural;17;17;16; ; ;1; ; ;11;13;7;1;4;4;13;6; ;3;2;14;10;3;2; ; ; ; ;3; ; ;1;10;6;1;1;1;9;5;1;1;14;10;1;2;2;5;5;7;9;9; ; ; ;2;1;8;4; ; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Urbano;49;49;49;1; ;1; ; ;42;39;18;7;24;18;45;22; ;6;2;39;12;20;9;3;3;7;9;8;4; ; ;36;5;7;6;2;40;1;3;5;46;34;25;25;8;20;19;10;25;22;1;1;1;14;9;40;31; ; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Privado;Urbano;9;9;9; ; ; ; ; ;8;8;7;5;7;7;8;2; ;5;1;7; ;4;3;2;1;5;5;4;1; ;2; ; ;9;2; ;7; ;2; ;9;5;4;4;3; ; ;9;2;1; ;1; ;4;3;8;3; ;3;3;3; 
Buenos Aires;CORONEL DORREGO;Estatal;Rural;25;25;24; ;2; ; ; ;17;19;9;3;6;10;24;10; ;3;1;17;13;5;6;1; ;2;3;3;1; ;1;16;8;1;5; ;8;13;1;1;14;21;5;10;2;19;1;5;11;10; ; ;1;1; ;12;6; ; ; ; ; 
Buenos Aires;CORONEL DORREGO;Estatal;Urbano;16;16;16; ;1; ; ; ;12;11;6;2;9;7;11;4; ;2;2;11;5;10;8;1;1;5;5;2;1; ;2;10;2;1;3; ;5;2;3;2;10;12;7;8;3;9;1;6;5;5; ; ; ;6;4;13;10; ; ; ; ; 
Buenos Aires;CORONEL DORREGO;Privado;Urbano;5;5;5;1; ; ; ; ;4;4;4;1;4;3;5;3; ;1; ;4; ;1;2;1; ;1;1;1;2; ;1; ;2;3;1; ;4; ; ; ;5;5;2;4;2; ;3;2;3;2;1; ; ;2;1;4;2; ;2;2;2; 
Buenos Aires;CORONEL PRINGLES;Estatal;Rural;21;21;10;1;9; ; ;1;14;16;5;3;9;7;12;9; ;2;1;11;11;2;1;1; ;1;1;1;2; ; ;16;1;2; ; ;3;14;2;1;8;18;4;9; ;12;1;8;5;5; ; ; ;2;1;11;8; ; ; ; ; 
Buenos Aires;CORONEL PRINGLES;Estatal;Urbano;29;29;25;2;5; ; ; ;20;22;16;6;10;7;21;15; ;3;1;22;13;6;5;1; ;3;2;2;3; ;2;24;3;2;5;1;17;6;3;2;24;25;18;16;3;19;5;5;16;15; ;1; ;2;1;25;17; ; ; ; ; 
Buenos Aires;CORONEL SUAREZ;Estatal;Rural;28;28;28; ; ; ; ; ;22;22;16;6;13;14;23;12; ;8;2;22;17;8;7;4;2;6;6;9;4; ;3;26;1;1;1;2;4;17;4;3;17;26;13;11;6;14;10;4;8;8; ; ; ;5;2;23;13; ; ; ; ; 
Buenos Aires;CORONEL SUAREZ;Estatal;Urbano;50;50;50; ; ; ; ; ;42;39;24;14;26;26;42;24; ;18;3;36;23;19;14;6;2;10;10;6;10; ;5;31;3;15;12;3;25;11;4;5;39;35;20;16;10;33;9;8;18;15;1;1;1;12;7;39;34; ; ; ; ; 
Buenos Aires;CORONEL SUAREZ;Privado;Urbano;8;8;8; ; ; ; ; ;8;8;6;4;7;6;8;5; ;3; ;8; ;1; ; ; ; ; ; ; ; ; ; ;2;6;3;1;5; ; ; ;8;6;5;4;5;1; ;7;1;1; ; ; ;5;2;6;4;3;4;3;4; 
Buenos Aires;DAIREAUX;Estatal;Rural;30;30;25; ;4; ;1;1;17;22;13;2;14;12;24;12; ;4;1;19;10;2;2; ; ;1;2;1; ; ;1;25;4;1;1; ;5;20;4;3;20;25;5;12; ;17;5;8;7;5; ; ;2;2; ;11;5; ; ; ; ; 
Buenos Aires;DAIREAUX;Estatal;Urbano;13;13;12; ;1; ; ; ;9;11;4; ;5;6;12;7; ; ;1;11;7;3;6;1; ;2;2;2;2; ; ;8;2;3;4; ;3;2;6; ;10;9;7;7;2;8;2;3;8;7; ; ;1;5;2;11;8; ; ; ; ; 
Buenos Aires;DOLORES;Estatal;Rural;16;15;9;1;5; ; ; ;11;12;2;2;3;6;12;7; ;3;1;11;3;1;1; ; ;1;2; ;1; ; ;10;2; ; ; ;4;6; ;3;8;11;1;2;1;8;5;3;6;5; ; ;1;1;1;8;5; ; ; ; ; 
Buenos Aires;DOLORES;Estatal;Urbano;24;24;23; ; ; ; ;2;20;20;12;5;8;10;23;13; ;6;2;19;10;8;5;1;1;3;3;4;4; ;2;15;5;2;5;1;15;1;4;3;22;19;13;15;9;7;13;4;14;14; ; ; ;8;4;18;13; ; ; ; ; 
Buenos Aires;Enmascarado;Estatal;Rural;19;19;18; ; ; ; ;1;12;15;7;1;9;6;15;4; ;2;1;13;6;3;6;1; ;5;3;2;3; ;1;11;4;2;5; ;6;5;1;1;16;9;4;6; ;7;5;7;7;7; ; ; ;1; ;11;8; ; ; ; ; 
Buenos Aires;Enmascarado;Estatal;Urbano;15;15;15; ; ; ; ; ;10;11;6;2;7;5;12;12; ;1; ;10;5;5;4; ;1;3;3;2;3; ;1;9;5; ;1; ;9;2;1;3;13;11;7;6;1;8;4;3;4;3;1; ; ;1;1;13;9; ; ; ; ; 
Buenos Aires;Enmascarado;Privado;Rural;56;56;56;4;1; ; ; ;50;48;34;21;38;32;51;32; ;4;9;50;5;18;16;8;10;14;13;11;12; ;1;2;7;43;12;3;22;9;13;8;51;36;30;30;24;4;12;40;27;17;3;4;3;27;20;41;34;7;20;14;27; 
