anio,provincia,departamento,sector,ambito,localizacion,electricidadsi,electricidadredpública,electricidadgrupoelectrógeno,electricidadpanelfotovoltaicosolar,electricidadgeneradoreólico,electricidadgeneradorhidráulico,electricidadotro,equipamientoestablecimientotelevisor,equipamientoestablecimientosistemamultimediaocañón,equipamientoestablecimientoscanner,equipamientoestablecimientowebcam,equipamientoestablecimientoreproductordecd,equipamientoestablecimientoreproductordedvd,equipamientoestablecimientoimpresora,equipamientoestablecimientoequipoemisorderadioamfm,equipamientoestablecimientoequiporeceptorderadioamfm,equipamientoestablecimientoservidorparausoescolar,equipamientoestablecimientoimpresora3d,equipamientoestablecimientoequipodesonido,equipamientoestablecimientopizarrasdigitales,equipamientobibliotecatelevisor,equipamientobibliotecasistemamultimediaocañón,equipamientobibliotecascanner,equipamientobibliotecaequipamientobibliotecawebcam,equipamientobibliotecareproductordecd,equipamientobibliotecareproductordedvd,equipamientobibliotecaimpresora,equipamientobibliotecaequipoemisorderadioamfm,equipamientobibliotecaequiporeceptorderadioamfm,equipamientobibliotecaservidorparausoescolar,internettipodeserviciogratuito,internettipodeserviciopago,internettipodeconexióntelefónica,internettipodeconexiónadsl,internettipodeconexióncablemódem,internettipodeconexiónsatelital,internettipodeconexiónotrotipo,internettipodeconexiónmóvil,espaciosconconexióneneláreadeadministración,espaciosconconexiónenlasaulas,espaciosconconexiónenlabibliotecas,espaciosconconexiónenotroespaciodelestablecimiento,espaciosconconexiónenellaboratorio,cooperadoraconpersoneríajurídica,cooperadorasinpersoneríajurídica,cooperadorano,sistemadegestiónescolarsi,sistemadegestiónescolarprovistoporelministerio,sistemadegestiónescolardesarrolladoporterceros,sistemadegestiónescolarencargadoporelestablecimiento,sistemadegestiónescolarplanilladecalculo,disponedesalaolaboratoriodeinformáticasi,laboratoriofuncionaesespacioexclusivosi,bibliotecadisponedealmenosunasi,bibliotecafuncionaesespacioexclusivosi,subvenciónestataljardínmaternalsi,subvenciónestataljardíndeinfantessi,subvenciónestatalprimariasi,subvenciónestatalsecundariasi,subvenciónestatalsnusi
2011,Buenos Aires,GENERAL ALVEAR,Estatal,Urbano,18,14,14, , , , , ,7,2,2,1,7,6,7, , , , , , , , , , , , , , , , , ,2, , ,2, , , , , , , , , , , , , , , , ,3, , , , , , , , 
2011,Buenos Aires,GENERAL ARENALES,Estatal,Rural,9,9,8, , , , ,1,7, , , ,1,3,1, , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , 
2011,Buenos Aires,GENERAL ARENALES,Estatal,Urbano,19,17,17, , , , , ,17,5,7, ,15,15,16, , , , , , , , , , , , , , , , ,5,5,8, , ,1,1, , , , , , , , , , , , , , ,9, , , , , , , , 
2011,Buenos Aires,GENERAL ARENALES,Privado,Urbano,8,8,8, , , , , ,7,1,3, ,6,5,6, , , , , , , , , , , , , , , , ,3,4,5, ,1,1, , , , , , , , , , , , , , , ,6, , , ,2,3,2,3, 
2011,Buenos Aires,GENERAL BELGRANO,Estatal,Rural,17,15,15, , , , , ,11,4,2,1,8,3,2, , , , , , , , , , , , , , , , ,2, ,1, , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , 
2011,Buenos Aires,GENERAL BELGRANO,Estatal,Urbano,16,15,15, , , , , ,12, ,3, ,7,5,4, , , , , , , , , , , , , , , , ,8, ,6,1, ,1, , , , , , , , , , , , , , , ,2, , , , , , , , 
2011,Buenos Aires,GENERAL GUIDO,Estatal,Rural,21,17,13,1,3, , , ,17,4,1,1,6,4,8, , , , , , , , , , , , , , , , ,3,1,3, , , , , , , , , , , , , , , , , , ,3, , , , , , , , 
2011,Buenos Aires,GENERAL JUAN MADARIAGA,Estatal,Rural,19,13,12,1, , , , ,15, ,3, ,8,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2011,Buenos Aires,GENERAL JUAN MADARIAGA,Estatal,Urbano,33,23,21,1,1, , , ,20,8,5,5,18,13,13, , , , , , , , , , , , , , , , ,4,6,7, ,2,1, , , , , , , , , , , , , , , ,6, , , , , , , , 
2011,Buenos Aires,GENERAL LA MADRID,Estatal,Rural,21,21,16,3,4,1, , ,18,3,6, ,11,11,13, , , , , , , , , , , , , , , , ,3,5, , , ,6,1, , , , , , , , , , , , , , ,2, , , , , , , , 
2011,Buenos Aires,GENERAL LA MADRID,Estatal,Urbano,19,15,15, , , , , ,13,5,1,1,12,8,11, , , , , , , , , , , , , , , , ,8,2,6, ,4, , , , , , , , , , , , , , , , ,5, , , , , , , , 
2011,Buenos Aires,GENERAL LAS HERAS,Estatal,Rural,19,16,16, , , , , ,14, ,2, ,9,11,8, , , , , , , , , , , , , , , , ,2, , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , 
2011,Buenos Aires,GENERAL LAS HERAS,Estatal,Urbano,12,11,11, , , , , ,9,2,3, ,7,8,6, , , , , , , , , , , , , , , , ,4,2,2, ,1,2,1, , , , , , , , , , , , , , ,6, , , , , , , , 
2011,Buenos Aires,GENERAL LAVALLE,Estatal,Rural,17,15,8,3,4, , , ,13, , , ,5,4,6, , , , , , , , , , , , , , , , ,1,1, ,1, ,1, , , , , , , , , , , , , , , ,1, , , , , , , , 
2011,Buenos Aires,GENERAL PAZ,Estatal,Rural,29,27,27, , , , , ,24,1,1, ,13,10,10, , , , , , , , , , , , , , , , ,4, , , ,3,1, , , , , , , , , , , , , , , ,1, , , , , , , , 
2011,Buenos Aires,GENERAL PAZ,Estatal,Urbano,13,8,8, , , , , ,9,2,1,1,5,7,5, , , , , , , , , , , , , , , , ,2,3,1,1,1,1,1, , , , , , , , , , , , , , ,3, , , , , , , , 
2011,Buenos Aires,GENERAL PINTO,Estatal,Rural,19,18,17, , , , ,1,14, ,1, ,8,6,8, , , , , , , , , , , , , , , , ,3,5,7, , , , , , , , , , , , , , , , , , ,4, , , , , , , , 
2011,Buenos Aires,GENERAL PINTO,Estatal,Urbano,11,8,8, , , , , ,9,5,2,2,5,4,5, , , , , , , , , , , , , , , , ,4,2,4, ,1,1, , , , , , , , , , , , , , , ,7, , , , , , , , 
2011,Buenos Aires,GENERAL PUEYRREDON,Estatal,Rural,28,24,24, , , , , ,21,3,3,2,15,14,12, , , , , , , , , , , , , , , , ,7,1,4, , ,3, , , , , , , , , , , , , , , ,5, , , , , , , , 
2011,Buenos Aires,GENERAL PUEYRREDON,Estatal,Urbano,258,217,217, , , , , ,184,27,34,18,158,133,151, , , , , , , , , , , , , , , , ,84,27,79,9,17,2,3, , , , , , , , , , , , , , ,59, , , , , , , , 
2011,Buenos Aires,GENERAL PUEYRREDON,Privado,Urbano,255,187,187,11, , , , ,191,83,100,51,186,172,160, , , , , , , , , , , , , , , , ,10,149,42,68,40,4,2, , , , , , , , , , , , , , ,140, , , ,14,62,52,50,3
2011,Buenos Aires,GENERAL RODRIGUEZ,Estatal,Rural,10,8,8, , , , , ,8, , , ,7,8,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , 
2011,Buenos Aires,GENERAL RODRIGUEZ,Estatal,Urbano,58,49,49, , , , , ,40,7,13,4,36,29,27, , , , , , , , , , , , , , , , ,7,1,4,1,3, , , , , , , , , , , , , , , , ,9, , , , , , , , 
2011,Buenos Aires,GENERAL RODRIGUEZ,Privado,Urbano,22,18,18, , , , , ,17,6,10,5,16,12,13, , , , , , , , , , , , , , , , , ,9, , ,7,2, , , , , , , , , , , , , , , ,10, , , , ,5,7,6, 
2011,Buenos Aires,GENERAL SAN MARTIN,Estatal,Urbano,181,166,166, , , , , ,139,23,32,7,109,100,115, , , , , , , , , , , , , , , , ,64,18,62,7,9,3, , , , , , , , , , , , , , , ,57, , , , , , , , 
2011,Buenos Aires,GENERAL SAN MARTIN,Privado,Urbano,127,98,98, , , , , ,109,52,64,27,92,84,76, , , , , , , , , , , , , , , , ,3,92,14,52,23,4,3, , , , , , , , , , , , , , ,88, , , ,12,41,34,38,6
2011,Buenos Aires,GENERAL VIAMONTE,Estatal,Rural,26,20,20, , , , , ,20,1,3, ,8,8,9, , , , , , , , , , , , , , , , ,2,1,1,1, ,1, , , , , , , , , , , , , , , ,4, , , , , , , , 
2011,Buenos Aires,GENERAL VIAMONTE,Estatal,Urbano,17,13,13, , , , , ,13,5,5, ,8,7,4, , , , , , , , , , , , , , , , ,11, ,9, ,1,1, , , , , , , , , , , , , , , ,6, , , , , , , , 
2011,Buenos Aires,GENERAL VILLEGAS,Estatal,Rural,53,53,51, , , , ,2,44,5,9, ,29,18,28, , , , , , , , , , , , , , , , ,12,7,10,1,4,3,1, , , , , , , , , , , , , , ,12, , , , , , , , 
2011,Buenos Aires,GENERAL VILLEGAS,Estatal,Urbano,26,24,24, , , , , ,20,8,9,1,17,12,18, , , , , , , , , , , , , , , , ,8,6,8,1,3,2, , , , , , , , , , , , , , , ,9, , , , , , , , 
2011,Buenos Aires,GUAMINI,Estatal,Rural,27,23,20, ,3, , , ,22,4,2, ,12,10,15, , , , , , , , , , , , , , , , ,5,5,4, , ,6, , , , , , , , , , , , , , , ,3, , , , , , , , 
2011,Buenos Aires,GUAMINI,Estatal,Urbano,14,10,10, , , , , ,13,2,4, ,12,9,9, , , , , , , , , , , , , , , , ,10, ,6, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , 
2011,Buenos Aires,HIPOLITO YRIGOYEN,Estatal,Rural,10,10,9, , , ,1, ,7,3,3, ,5,4,7, , , , , , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,2, , , , , , , , 
2011,Buenos Aires,HIPOLITO YRIGOYEN,Estatal,Urbano,9,9,9, , , , , ,6,1, ,1,4,3,4, , , , , , , , , , , , , , , , ,3, ,2, , ,1, , , , , , , , , , , , , , , ,5, , , , , , , , 
2011,Buenos Aires,HURLINGHAM,Estatal,Urbano,85,84,84, , , , , ,71,13,12,9,52,52,59, , , , , , , , , , , , , , , , ,31,3,30,1, ,2, , , , , , , , , , , , , , , ,25, , , , , , , , 
2011,Buenos Aires,HURLINGHAM,Privado,Urbano,56,47,46,1, , , , ,46,23,23,9,41,37,34, , , , , , , , , , , , , , , , ,2,36,13,12,10,1,1, , , , , , , , , , , , , , ,36, , , ,1,9,9,13,3
2011,Buenos Aires,ITUZAINGO,Estatal,Urbano,73,72,72, , , , , ,55,12,12,4,49,45,50, , , , , , , , , , , , , , , , ,19, ,15,1,3,1, , , , , , , , , , , , , , , ,19, , , , , , , , 
2011,Buenos Aires,ITUZAINGO,Privado,Urbano,70,58,58, , , , , ,63,30,40,14,61,59,50, , , , , , , , , , , , , , , , ,1,48,16,16,17,2, , , , , , , , , , , , , , , ,56, , , ,4,20,19,21,2
2011,Buenos Aires,JOSE C. PAZ,Estatal,Urbano,107,92,92, , , , , ,68,10,15,11,51,56,64, , , , , , , , , , , , , , , , ,26,3,14,3,2,7, , , , , , , , , , , , , , , ,41, , , , , , , , 
2011,Buenos Aires,JOSE C. PAZ,Privado,Urbano,62,54,54, , , , , ,50,17,19,7,43,43,44, , , , , , , , , , , , , , , , ,1,39,15,13,9,1,2, , , , , , , , , , , , , , ,34, , , ,1,20,20,17,2
2011,Buenos Aires,JUNIN,Estatal,Rural,27,23,22, , , , ,1,19,2,4, ,7,9,9, , , , , , , , , , , , , , , , ,4,1,3, ,1,1, , , , , , , , , , , , , , , ,4, , , , , , , , 
2011,Buenos Aires,JUNIN,Estatal,Urbano,72,59,59, , , , , ,51,11,4,3,37,26,34, , , , , , , , , , , , , , , , ,16,9,11,4,10, , , , , , , , , , , , , , , , ,15, , , , , , , , 
2011,Buenos Aires,JUNIN,Privado,Urbano,27,24,23, , , , ,1,23,3,11,1,22,20,21, , , , , , , , , , , , , , , , ,1,20,9,5,4,2, , , , , , , , , , , , , , , ,21, , , ,5,10,8,8,1
2011,Buenos Aires,LA COSTA,Estatal,Urbano,54,46,46, , , , , ,39,5,12,4,31,29,32, , , , , , , , , , , , , , , , ,16,11,12,2,8,3, , , , , , , , , , , , , , , ,15, , , , , , , , 
2011,Buenos Aires,LA COSTA,Privado,Urbano,18,15,15,1, , , , ,15,5,10,1,14,11,14, , , , , , , , , , , , , , , , , ,8,1, ,5,1,1, , , , , , , , , , , , , , ,8, , , ,1,6,6,4, 
2011,Buenos Aires,LA MATANZA,Estatal,Urbano,580,505,505, , , , , ,372,40,70,21,275,260,269, , , , , , , , , , , , , , , , ,129,16,102,10,20,10,1, , , , , , , , , , , , , , ,183, , , , , , , , 
2011,Buenos Aires,LA MATANZA,Privado,Urbano,365,292,292,5, , , , ,308,111,132,30,283,265,259, , , , , , , , , , , , , , , , ,6,222,63,90,59,11,4, , , , , , , , , , , , , , ,262, , , ,16,128,104,103,7
2011,Buenos Aires,LA PLATA,Estatal,Urbano,332,275,275, , , , , ,243,34,45,12,184,182,162, , , , , , , , , , , , , , , , ,83,14,66,3,23,4,2, , , , , , , , , , , , , , ,82, , , , , , , , 
2011,Buenos Aires,LA PLATA,Privado,Urbano,271,207,207,4, , , , ,214,79,77,24,206,182,161, , , , , , , , , , , , , , , , ,4,168,55,35,69,4,2, , , , , , , , , , , , , , ,118, , , ,2,69,56,64,10
2011,Buenos Aires,LANUS,Estatal,Urbano,213,200,200, , , , , ,159,21,21,13,126,129,125, , , , , , , , , , , , , , , , ,34,13,28,6,12, , , , , , , , , , , , , , , , ,54, , , , , , , , 
2011,Buenos Aires,LANUS,Privado,Urbano,164,135,135,3, , , , ,120,41,44,15,128,103,106, , , , , , , , , , , , , , , , ,3,102,33,33,32,6,2, , , , , , , , , , , , , , ,93, , , ,12,41,35,37,4
2011,Buenos Aires,LAPRIDA,Estatal,Rural,14,9,3,1,4,2, , ,7, , , ,3,1,1, , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2011,Buenos Aires,LAPRIDA,Estatal,Urbano,21,17,12, ,5, , , ,16, ,1, ,7,6,4, , , , , , , , , , , , , , , , ,3,4,3, ,1,3, , , , , , , , , , , , , , , ,3, , , , , , , , 
2011,Buenos Aires,LAS FLORES,Estatal,Rural,36,28,18,8,3, , , ,29,2, , ,9,6,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , 
2011,Buenos Aires,LAS FLORES,Estatal,Urbano,23,19,19, , , , , ,17,3,1,1,11,11,13, , , , , , , , , , , , , , , , ,6,1,4,1,2, , , , , , , , , , , , , , , , ,5, , , , , , , , 
2011,Buenos Aires,LAS FLORES,Privado,Urbano,5,4,4, , , , , ,4,1,2, ,3,2,3, , , , , , , , , , , , , , , , , ,4, , ,3,1, , , , , , , , , , , , , , , ,2, , , , ,1,1,1, 
2011,Buenos Aires,LEANDRO N. ALEM,Estatal,Rural,16,14,14, , , , , ,11, , , ,9,6,2, , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2011,Buenos Aires,LEANDRO N. ALEM,Estatal,Urbano,19,18,18, , , , , ,16,4,3, ,14,12,12, , , , , , , , , , , , , , , , ,4,4,3,1,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , 
2011,Buenos Aires,LINCOLN,Estatal,Rural,58,50,49, ,1, , , ,39,5,4,4,19,11,21, , , , , , , , , , , , , , , , ,8,4,1, ,3,7, , , , , , , , , , , , , , , ,7, , , , , , , , 
2011,Buenos Aires,LINCOLN,Estatal,Urbano,26,22,22, , , , , ,23,6,9,2,15,12,18, , , , , , , , , , , , , , , , ,4,10,10,1,2,1, , , , , , , , , , , , , , , ,9, , , , , , , , 
2011,Buenos Aires,LINCOLN,Privado,Urbano,15,9,9, , , , , ,11,3,4,2,9,9,7, , , , , , , , , , , , , , , , , ,9,8, ,1,1, , , , , , , , , , , , , , , ,8, , , , ,3,4,5,1
2011,Buenos Aires,LOBERIA,Estatal,Rural,37,35,30,1,1,1, ,2,27,4,6,1,18,13,20, , , , , , , , , , , , , , , , ,6,1,3, , ,3, , , , , , , , , , , , , , , ,6, , , , , , , , 
2011,Buenos Aires,LOBERIA,Estatal,Urbano,19,18,18, , , , , ,16,6,7, ,11,10,16, , , , , , , , , , , , , , , , ,10,2,11, , ,1, , , , , , , , , , , , , , , ,6, , , , , , , , 
2011,Buenos Aires,LOBOS,Estatal,Rural,35,35,35, , , , ,1,30,4,1,1,16,11,20, , , , , , , , , , , , , , , , ,9,1,2, ,2,4, , , , , , , , , , , , , , , ,5, , , , , , , , 
2011,Buenos Aires,LOBOS,Estatal,Urbano,40,34,33, , , , ,1,24,5,4,5,24,13,17, , , , , , , , , , , , , , , , ,8,2,5, ,4,1, , , , , , , , , , , , , , , ,7, , , , , , , , 
2011,Buenos Aires,LOBOS,Privado,Urbano,7,5,5, , , , , ,5,3,3,1,5,4,5, , , , , , , , , , , , , , , , , ,6,1,5, , , , , , , , , , , , , , , , , ,5, , , ,1,1,2,2, 
2011,Buenos Aires,LOMAS DE ZAMORA,Estatal,Urbano,275,200,200, , , , , ,165,37,28,13,124,122,130, , , , , , , , , , , , , , , , ,46,20,44,2,17,1, , , , , , , , , , , , , , , ,67, , , , , , , , 
2011,Buenos Aires,LOMAS DE ZAMORA,Privado,Urbano,252,163,163,1, , , , ,174,64,75,22,173,152,155, , , , , , , , , , , , , , , , ,8,128,37,32,49,8,2, , , , , , , , , , , , , , ,142, , , ,9,62,59,64,7
2011,Buenos Aires,LUJAN,Estatal,Rural,27,22,22, , , , , ,19,3,3, ,11,12,13, , , , , , , , , , , , , , , , ,5,2,2,1,1,3, , , , , , , , , , , , , , , ,5, , , , , , , , 
2011,Buenos Aires,LUJAN,Estatal,Urbano,72,62,61, , , , ,1,51,13,14,8,43,40,44, , , , , , , , , , , , , , , , ,19,13,14,1,8,4,2, , , , , , , , , , , , , , ,28, , , , , , , , 
2011,Buenos Aires,LUJAN,Privado,Urbano,38,29,29, , , , , ,30,15,15,7,29,27,24, , , , , , , , , , , , , , , , ,1,20,3,11,7, , , , , , , , , , , , , , , , ,18, , , ,1,9,6,6,2
2011,Buenos Aires,MAGDALENA,Estatal,Rural,32,29,29, , , , , ,20,3,3, ,14,10,13, , , , , , , , , , , , , , , , ,1,3, , ,1,3, , , , , , , , , , , , , , , ,5, , , , , , , , 
2011,Buenos Aires,MAGDALENA,Estatal,Urbano,25,20,20, , , , , ,17,3,4,1,11,11,14, , , , , , , , , , , , , , , , ,1,6,1, ,3, ,2, , , , , , , , , , , , , , ,6, , , , , , , , 
2011,Buenos Aires,MAIPU,Estatal,Rural,15,12,8,3,1, , , ,11,1, , ,3,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2011,Buenos Aires,MAIPU,Estatal,Urbano,10,8,8, , , , , ,7,3,3, ,6,5,7, , , , , , , , , , , , , , , , ,4, ,2, ,2, , , , , , , , , , , , , , , , ,2, , , , , , , , 
2011,Buenos Aires,MALVINAS ARGENTINAS,Estatal,Urbano,121,116,116, , , , , ,69,17,14,9,63,62,60, , , , , , , , , , , , , , , , ,30,3,20,2,7,4,1, , , , , , , , , , , , , , ,31, , , , , , , , 
2011,Buenos Aires,MALVINAS ARGENTINAS,Privado,Urbano,106,90,90, , , , , ,89,41,41,10,89,78,78, , , , , , , , , , , , , , , , ,7,67,27,25,18,2,2, , , , , , , , , , , , , , ,82, , , , ,33,33,32,1
2011,Buenos Aires,MAR CHIQUITA,Estatal,Rural,25,23,17,3,5, , ,1,21,4,5,1,16,11,15, , , , , , , , , , , , , , , , ,2, , , , ,2, , , , , , , , , , , , , , , ,5, , , , , , , , 
2011,Buenos Aires,MAR CHIQUITA,Estatal,Urbano,23,18,18, , , , , ,14,2,5,2,13,11,11, , , , , , , , , , , , , , , , ,5,1,4, ,1,1, , , , , , , , , , , , , , , ,3, , , , , , , , 
2011,Buenos Aires,MARCOS PAZ,Estatal,Rural,10,10,10, , , , , ,7,4,2,1,5,6,4, , , , , , , , , , , , , , , , ,3, , , ,1,2, , , , , , , , , , , , , , , ,5, , , , , , , , 
2011,Buenos Aires,MARCOS PAZ,Estatal,Urbano,34,29,29, , , , , ,21,9,5,3,20,18,18, , , , , , , , , , , , , , , , ,7,2,2, ,3,4, , , , , , , , , , , , , , , ,7, , , , , , , , 
2011,Buenos Aires,MARCOS PAZ,Privado,Urbano,12,10,10, , , , , ,11,6,8, ,10,10,9, , , , , , , , , , , , , , , , , ,9, ,2,7,2, , , , , , , , , , , , , , , ,12, , , , ,3,3,2,1
2011,Buenos Aires,MERCEDES,Estatal,Rural,27,26,21,1, , , ,5,17, ,4, ,5,6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , 
2011,Buenos Aires,MERCEDES,Estatal,Urbano,54,45,43, , , , ,2,38,4,4,2,25,23,17, , , , , , , , , , , , , , , , ,8,1,4,1,1,3, , , , , , , , , , , , , , , ,9, , , , , , , , 
2011,Buenos Aires,MERCEDES,Privado,Urbano,28,24,24, , , , , ,20,10,17,3,20,18,19, , , , , , , , , , , , , , , , , ,20,6,2,11,1, , , , , , , , , , , , , , , ,15, , , ,1,7,7,6,2
2011,Buenos Aires,MERLO,Estatal,Urbano,224,197,197, , , , , ,153,15,41,4,119,125,101, , , , , , , , , , , , , , , , ,38,12,26,6,8,8,1, , , , , , , , , , , , , , ,59, , , , , , , , 
2011,Buenos Aires,MERLO,Privado,Urbano,129,103,103,1, , , , ,114,38,49,25,102,97,92, , , , , , , , , , , , , , , , ,3,84,28,31,19,4,2, , , , , , , , , , , , , , ,83, , , ,4,49,41,35,5
2011,Buenos Aires,MONTE,Estatal,Rural,14,14,14, , , , , ,14,1,1,1,6,4,7, , , , , , , , , , , , , , , , ,2, ,1, , ,1, , , , , , , , , , , , , , , ,3, , , , , , , , 
2011,Buenos Aires,MONTE,Estatal,Urbano,21,20,20, , , , , ,17,4,1, ,9,7,14, , , , , , , , , , , , , , , , ,3,2,4,1, , , , , , , , , , , , , , , , , ,6, , , , , , , , 
2011,Buenos Aires,MONTE,Privado,Urbano,8,6,6, , , , , ,8,6,7,4,7,8,7, , , , , , , , , , , , , , , , ,2,5,2,2, ,3, , , , , , , , , , , , , , , ,7, , , , ,3,3,3, 
2011,Buenos Aires,MONTE HERMOSO,Estatal,Urbano,7,6,6, , , , , ,6, ,1, ,6,6,7, , , , , , , , , , , , , , , , ,6, ,1,2,3, , , , , , , , , , , , , , , , ,1, , , , , , , , 
2011,Buenos Aires,MORENO,Estatal,Urbano,238,207,207, , , , , ,145,21,31,16,108,106,94, , , , , , , , , , , , , , , , ,39,8,31,4,3,8,1, , , , , , , , , , , , , , ,59, , , , , , , , 
2011,Buenos Aires,MORENO,Privado,Urbano,127,97,97, , , , , ,100,49,43,11,97,93,89, , , , , , , , , , , , , , , , ,2,80,36,19,11,13,1, , , , , , , , , , , , , , ,86, , , ,2,36,36,32, 
2011,Buenos Aires,MORON,Estatal,Urbano,168,128,128, , , , , ,99,10,9,7,52,29,5, , , , , , , , , , , , , , , , ,30,1,28,1,3, , , , , , , , , , , , , , , , ,46, , , , , , , , 
2011,Buenos Aires,MORON,Privado,Urbano,130,99,99, , , , , ,104,43,49,17,94,82,55, , , , , , , , , , , , , , , , ,3,79,21,37,14,5, , , , , , , , , , , , , , , ,78, , , ,13,38,34,36,7
2011,Buenos Aires,NAVARRO,Estatal,Rural,33,28,28,1, , , , ,27,4, ,1,8,4,1, , , , , , , , , , , , , , , , ,1,2, , ,1,2, , , , , , , , , , , , , , , ,3, , , , , , , , 
2011,Buenos Aires,NAVARRO,Estatal,Urbano,20,15,15, , , , , ,10,3,2, ,8,3,2, , , , , , , , , , , , , , , , ,3,1, , ,2,1, , , , , , , , , , , , , , , ,2, , , , , , , , 
2011,Buenos Aires,NAVARRO,Privado,Urbano,7,5,5, , , , , ,6,3,3,1,4,5, , , , , , , , , , , , , , , , , ,2,3, , ,2,3, , , , , , , , , , , , , , , ,5, , , , ,1,2,3,1
2011,Buenos Aires,NECOCHEA,Estatal,Rural,24,22,19,3, , , , ,16,1,3, ,6,1, , , , , , , , , , , , , , , , , ,1,1,1, , ,1, , , , , , , , , , , , , , , ,2, , , , , , , , 
2011,Buenos Aires,NECOCHEA,Estatal,Urbano,71,55,55, , , , , ,44,9,7, ,30,16,3, , , , , , , , , , , , , , , , ,21,4,20,1,2,1, , , , , , , , , , , , , , , ,14, , , , , , , , 
2011,Buenos Aires,NECOCHEA,Privado,Urbano,38,28,28, , , , , ,29,8,18,1,22,14, , , , , , , , , , , , , , , , , ,3,11,6,3,9, , , , , , , , , , , , , , , , ,19, , , ,6,14,9,10,1
2011,Buenos Aires,OLAVARRIA,Estatal,Rural,52,38,31,4,6, , , ,37,5,4, ,12,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , , , , , 
2011,Buenos Aires,OLAVARRIA,Estatal,Urbano,101,75,72,1,2, , , ,70,7,17,5,38,14,4, , , , , , , , , , , , , , , , ,28,2,29, ,3, , , , , , , , , , , , , , , , ,18, , , , , , , , 
2011,Buenos Aires,OLAVARRIA,Privado,Urbano,33,21,21, , , , , ,21,4,6,2,18,8, , , , , , , , , , , , , , , , , ,1,11,7,2,2,2, , , , , , , , , , , , , , , ,14, , , ,3,13,9,8,1
2011,Buenos Aires,PATAGONES,Estatal,Rural,41,35,31, ,3, , ,1,32,3,8, ,14,6, , , , , , , , , , , , , , , , , ,3,1,2, ,1,1, , , , , , , , , , , , , , , ,4, , , , , , , , 
2011,Buenos Aires,PATAGONES,Estatal,Urbano,26,16,16, , , , , ,16,3,3,1,8,6,1, , , , , , , , , , , , , , , , ,8, ,7,1, , , , , , , , , , , , , , , , , ,5, , , , , , , , 
2011,Buenos Aires,PATAGONES,Privado,Urbano,5,5,5, , , , , ,5, ,1, ,3,3, , , , , , , , , , , , , , , , , , ,3,1,2,1, , , , , , , , , , , , , , , , ,4, , , , ,1,2,2, 
2011,Buenos Aires,PEHUAJO,Estatal,Rural,44,38,36, , , , ,2,35,2,3,2,15,5,1, , , , , , , , , , , , , , , , ,3, ,3, , , , , , , , , , , , , , , , , , ,7, , , , , , , , 
2011,Buenos Aires,PEHUAJO,Estatal,Urbano,41,33,32, , , , ,1,33,6,6,5,15,2,1, , , , , , , , , , , , , , , , ,7,6,10,1,3, , , , , , , , , , , , , , , , ,12, , , , , , , , 
2011,Buenos Aires,PEHUAJO,Privado,Urbano,8,6,6, , , , , ,5, ,2, ,2,2, , , , , , , , , , , , , , , , , , ,4,1,1,1, , , , , , , , , , , , , , , , ,4, , , , ,2,1,2, 
2011,Buenos Aires,PELLEGRINI,Estatal,Rural,10,9,8, ,1, , , ,7,2,1, ,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , 
2011,Buenos Aires,PERGAMINO,Estatal,Rural,51,42,42, , , , , ,37,3,4, ,15,2, , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , ,8, , , , , , , , 
2011,Buenos Aires,PERGAMINO,Estatal,Urbano,67,45,45, , , , , ,44,9,11,7,22,10,4, , , , , , , , , , , , , , , , ,22,8,21, ,8,1, , , , , , , , , , , , , , , ,22, , , , , , , , 
2011,Buenos Aires,PERGAMINO,Privado,Rural,5,5,5, , , , , ,5,2,1, ,3, , , , , , , , , , , , , , , , , , ,1,2, , , ,2, , , , , , , , , , , , , , , ,3, , , , , , ,5, 
2011,Buenos Aires,PERGAMINO,Privado,Urbano,33,25,25, , , , , ,24,11,11,2,22,12, , , , , , , , , , , , , , , , , , ,15,2,1,9,2, , , , , , , , , , , , , , , ,16, , , ,4,10,5,5, 
