provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialChino;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaChino;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaChino;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUChino;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngratuitaDesayuno;BeneficiariosdealimentacióngratuitaAlmuerzo;BeneficiariosdealimentacióngratuitaRefrigerio;BeneficiariosdealimentacióngratuitaMerienda;BeneficiariosdealimentacióngratuitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConapoyoestatalInicial;DiscapacidadConapoyoprivadoInicial;DiscapacidadSinapoyoInicial;DiscapacidadConapoyoestatalPrimaria;DiscapacidadConapoyoprivadoPrimaria;DiscapacidadSinapoyoPrimaria;DiscapacidadConapoyoestatalSecundaria;DiscapacidadConapoyoprivadoSecundaria;DiscapacidadSinapoyoSecundaria;DiscapacidadConapoyoestatalSNU;DiscapacidadConapoyoprivadoSNU;DiscapacidadSinapoyoSNU
Santa Cruz;GUER AIKE;Estatal;Urbano;78;11;27;18; ; ; ; ; ; ; ; ; ;7584;47; ; ; ; ; ; ;10194; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;2; ; ; ;1;2; ;1;4;1; ; ;58;1;23;3;1;15;5;1;8;10;4; ;2;49; ;45;1; ;15;2; ;4;17;2; ;1; ; ;6; ; ;1;1; ; ; ; ; ;1;11311;26;719;8784;1;19;29;23;3;11;1450; ; ; ;21; ;21;21;25; ;28;25;18; ;12;20;78;4;29;291;14;1;137; ;19;1; ; 
Santa Cruz;GUER AIKE;Privado;Urbano;24; ;4; ; ;850;113; ; ; ; ; ; ;3072; ; ; ; ; ; ; ;1817;120; ; ; ; ; ; ;198; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1; ; ; ;1; ;3; ; ; ; ; ; ;1; ; ; ;1; ;3; ; ; ; ; ; ; ; ; ; ;566;49; ;439; ;9;9;8;1; ;96; ;480; ;8; ;9;8;4; ;6;6;6; ;1;8;18;3;3;25;9; ;11;1;4; ; ;1
Santa Cruz;LAGO ARGENTINO;Estatal;Urbano;11; ;1; ; ; ; ; ; ; ; ; ; ;1659; ; ; ; ; ; ; ;1455; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;37;2;6; ; ;2;1; ;4;6;1; ; ;33;2;9;1; ;6; ; ;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2481; ;986;2452; ;3;4;3; ;6;150; ; ; ;4; ;4;4;3; ;4;3;3; ;3;3;11; ;5;51; ;2;14; ;6; ; ; 
Santa Cruz;LAGO ARGENTINO;Privado;Urbano;5; ; ; ;3;68; ; ; ; ; ; ; ;399; ; ; ; ; ; ; ;302; ; ; ; ; ;196; ;36; ; ; ; ; ;182; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ;2; ; ; ; ;1; ; ;4; ; ; ; ;1; ; ; ; ;1; ; ;6; ;1; ; ;1; ; ; ;1; ; ; ;511;187; ;253;1;1;3;2;1; ;34; ;382; ;1; ;1;1; ; ;1;2;2; ;1;2; ; ; ;9; ;3;6;10; ; ; ;1
Santa Cruz;LAGO BUENOS AIRES;Estatal;Urbano;10; ; ;3; ; ; ; ; ; ; ; ; ;824; ; ; ; ; ; ; ;790; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ;7; ;10; ; ;5;1; ; ;1; ; ; ;2; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1317;70; ;629; ;2;4;2; ;1;174; ; ; ;2; ;2;2;4; ;4;4;2; ; ;4;3; ; ;22; ; ;7; ; ; ; ; 
Santa Cruz;MAGALLANES;Estatal;Urbano;6; ; ;2; ; ; ; ; ; ; ; ; ;730; ; ; ; ; ; ; ;756; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;1; ; ;1; ; ; ; ; ; ; ;12; ;5; ; ;2;1;1; ; ;1; ; ;11; ;1; ; ;3;2; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1383; ;556;1414; ;2;2;2; ; ;86; ; ; ;2; ;2;2;2; ;2;2;2; ;2;2;10; ; ;11; ; ;6; ; ; ; ; 
Santa Cruz;RIO CHICO;Estatal;Urbano;5; ; ; ; ; ; ; ; ; ; ; ; ;430; ; ; ; ; ; ; ;529; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;1; ; ; ; ; ; ; ;11; ;10; ; ;3;2; ; ;3; ; ; ;13; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;968;202; ;736;91;1;2;2; ; ;98; ; ; ;1; ;1;1;2; ;2;2;1; ;1;2;3; ;1;7; ; ; ; ; ; ; ; 
Santa Fe;9 DE JULIO;Estatal;Rural;77; ; ; ; ; ; ; ; ; ; ; ; ;667; ; ; ; ; ; ; ;858; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1303;1932; ;792;14;7;64;10; ;9;0; ;157;368;30;7;11;33;42;17;12;42;7; ;4;8;1; ; ;24; ;4;15; ;8; ; ; 
Santa Fe;9 DE JULIO;Estatal;Urbano;21;17;44;9;1; ; ; ; ; ; ; ; ;1479; ; ; ; ; ; ; ;1303;60; ; ; ; ;57; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1792;2144; ;1534;4;6;10;3;1;20;0; ; ;623;6;1;6;6;9;2;7;5;2; ;2;3;3; ;3;53; ;19;22; ;31; ; ;5
Santa Fe;BELGRANO;Estatal;Rural;16; ; ; ; ; ; ; ; ; ; ; ; ;104; ; ; ; ; ; ; ;84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;103;40; ;97;21;3;10;1; ;1;0; ;20; ;3; ;2;3;8; ;3;9;1; ; ;1; ; ;1;2; ; ; ; ; ; ; ; 
Santa Fe;BELGRANO;Estatal;Urbano;34; ; ; ; ; ; ; ; ; ; ; ; ;2296; ; ; ; ; ;58; ;1747;35; ; ; ; ;8; ;19; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;1; ; ; ; ;5; ; ; ; ;7; ; ; ;1;1;1;1;3;1;1;1; ;14; ; ;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2485;453; ;2204; ;9;15;10;2;19;0; ; ;310;9; ;7;9;14; ;13;13;7; ;5;9;8; ;7;70; ;23;12; ;8; ; ;1
Santa Fe;BELGRANO;Privado;Urbano;8; ; ; ; ; ; ; ;71; ; ; ; ;46; ; ;154; ; ;30; ;500; ; ;68; ; ;80; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ;3; ; ;1;1; ; ; ; ; ; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;4;1;1;0; ; ; ;1; ;4;1;2; ;3;2;4; ; ;4;2; ;4;6; ;7;7; ;7; ; ;1
Santa Fe;CASEROS;Estatal;Rural;17;1;3; ; ; ; ; ; ; ; ; ; ;345; ; ; ; ; ; ; ;272; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;579;167; ;282; ;3;11;3; ;1;0; ; ;87;4; ;4;4;9; ;6;8;3; ;1;3;1; ;4;4;1;9;5; ;3; ; ; 
Santa Fe;CASEROS;Estatal;Urbano;59; ; ;7;2; ; ; ; ; ; ; ; ;3295; ; ; ; ; ; ; ;3695; ; ; ; ; ;130; ;17; ; ; ; ;14; ; ; ; ; ;1;1; ; ; ;3; ; ; ; ;4; ; ; ; ;5; ; ; ;3;5; ;1;2; ; ;1;1;10; ;1; ;3;12;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ;3068;957; ;3517;115;18;21;17;2;23;0; ; ;171;14; ;14;14;21; ;20;20;13; ;7;18;7;1;9;97;3;38;38; ;11; ; ;1
Santa Fe;CASEROS;Privado;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ;720; ; ; ; ; ; ; ;1159; ; ; ; ; ;69; ;33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;2;1; ; ;1; ; ; ;1;2; ; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ;2;6;8;3;1;0; ; ; ;2; ;6;2;5; ;6;5;4; ; ;8;2;1;6;19; ;7;6; ;6; ; ; 
Santa Fe;CASTELLANOS;Estatal;Rural;109;1;1; ; ; ; ; ; ; ; ; ; ;1882; ; ; ; ; ; ; ;1513;1; ; ; ; ;101; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ;1; ;1; ; ; ; ; ; ; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3084;798; ;1304; ;27;73;20; ;16;0; ; ;265;47; ;16;48;62; ;31;62;14; ;6;14; ; ;5;107;1;61;29; ;17; ; ; 
Santa Fe;CASTELLANOS;Estatal;Urbano;103;2;2;2; ; ; ; ; ; ; ; ; ;8293; ; ; ; ; ;64; ;7598;413; ; ; ; ;1191; ;153; ; ; ; ;10; ; ;4; ;1; ; ; ; ;1; ; ;2; ; ;52;2;1;5;1;2; ; ;12;1;8;1; ;32;2;1; ; ;5; ;1; ;3;9;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ;7653;3229; ;6843;58;43;44;18;2;65;0; ; ;776;44; ;42;44;42; ;43;42;12; ;8;18;6;2;29;272;24;209;85;6;123; ; ;1
Santa Fe;CASTELLANOS;Privado;Rural;7; ; ; ; ; ; ; ; ; ; ; ; ;27; ; ; ; ; ; ; ;684; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;501;167; ;57; ;2;2;4; ; ;0; ; ; ;2; ;2;2;2; ;1;2;2; ;1;3; ; ; ;3; ;1;11; ;5; ; ; 
Santa Fe;CASTELLANOS;Privado;Urbano;27; ; ; ; ;146; ; ; ; ; ; ; ;508; ; ; ; ; ; ; ;2046; ; ; ; ; ;468; ;50; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2;1; ;2; ; ; ; ;1; ; ;6;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;374;191; ;241; ;9;7;11;3;6;0; ; ; ;8; ;8;8;5; ;5;6;7; ;4;8;1;6;4;3;19;15;12;13;13; ; ; 
Santa Fe;CONSTITUCION;Estatal;Rural;29; ; ; ; ; ; ; ; ; ; ; ; ;600; ; ; ; ; ; ; ;497; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1095;443; ;838; ;3;18;10; ;3;0; ;294;70;9; ;9;9;11; ;8;12;9; ;1;9; ; ;5;12; ;30;4;2;18; ; ; 
Santa Fe;CONSTITUCION;Estatal;Urbano;44; ;20;73;3; ; ; ; ; ; ; ; ;4011; ; ; ; ; ; ; ;3972; ; ; ; ; ;315; ;194; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;1;1; ;3; ; ;1;7;3; ; ;1;1; ;2; ;6; ; ;1;10;8; ; ; ; ;1;1; ;1; ; ; ;1; ; ; ;4823;1967; ;4336; ;14;23;13;2;28;0; ; ;771;15; ;18;15;22; ;21;20;9; ;5;12;6; ;15;55; ;43;25;1;40; ; ;3
Santa Fe;CONSTITUCION;Privado;Urbano;19;3; ;5; ;151; ; ; ; ; ; ; ;982; ; ;204; ; ;279; ;1528; ; ; ; ; ;143; ;1; ; ; ; ; ; ; ;2; ;1; ; ; ; ; ;1;1;3; ; ;1; ; ;1; ;1; ; ;1;1;6; ; ;2; ; ; ; ;2; ; ; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;130; ; ;339; ;6;4;8;2;3;0; ; ; ;4; ;7;4;3; ;4;3;6; ;2;7;1;1;4;9; ;11;4;2;18; ; ; 
Santa Fe;Enmascarado;Privado;Rural;11; ; ;20; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ;1066; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;471;545; ;437;413; ;1;10; ; ;0; ;4; ; ; ; ; ; ; ; ;1;2; ;1;9; ; ; ; ; ; ;20; ;7; ; ; 
Santa Fe;Enmascarado;Privado;Urbano;3; ; ;3; ; ; ; ; ; ; ; ; ;49; ; ; ; ; ; ; ;697; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;313;469; ;281; ; ;1;2; ;7;0; ; ; ;1; ;1;1;1; ;1;1; ; ;1;1; ; ;1;4; ;3;7; ;4; ; ; 
Santa Fe;GARAY;Estatal;Rural;10;10;19;37; ; ; ; ; ; ; ; ; ;221; ; ; ; ; ; ; ;298; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;574;766; ;565;70; ;8;1; ;1;0; ;162;42;6; ;3;6;6; ;2;7; ; ;1;1; ; ; ;8; ;1;1; ;2; ; ; 
Santa Fe;GARAY;Estatal;Urbano;22;36;67;80;25; ; ; ; ; ; ; ; ;1107; ; ; ; ; ; ; ;1194;64; ; ; ; ;108; ;27;146;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2598;3368; ;1911; ;5;13;4;1;5;0; ; ;157;8; ;7;8;10; ;10;9;3;1;2;5;3; ;1;21; ;12;13; ;13; ; ;1
Santa Fe;GENERAL LOPEZ;Estatal;Rural;72;12;1;10; ; ; ; ; ; ; ; ; ;1176; ; ; ; ; ; ; ;886; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ;1; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1933;875; ;1584; ;18;37;11; ;8;0; ;64;301;24; ;14;24;32; ;16;30;7; ;4;9;2; ;4;33;4;15;5; ;9; ; ; 
Santa Fe;GENERAL LOPEZ;Estatal;Urbano;123;7;36;61;1; ; ; ; ; ; ; ; ;7809;91; ; ; ; ;269; ;7357;36; ;131; ; ;953; ;140; ;7; ; ; ; ; ;2;1; ; ;1;3; ; ;3;2; ; ; ;10;2;5;5; ;37;2;3;8;2;6; ; ;10;3; ;9; ;33; ;1;5;8;8; ; ;1; ;1;2; ;13; ;3;1; ;1; ; ;9839;4026; ;10337;27;41;55;27;6;90;0; ;598;1572;37; ;45;37;50; ;50;44;16; ;13;23;42;2;26;176;10;221;70; ;87; ; ;4
Santa Fe;GENERAL LOPEZ;Privado;Rural;7; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ;385; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;5; ; ; ;95;6; ; ; ; ;2;4;1; ;0; ; ; ; ; ;1; ; ; ;1;1;3; ;1;3; ; ; ; ; ;2; ;2; ; ; ; 
Santa Fe;GENERAL LOPEZ;Privado;Urbano;39; ; ;1;1;409; ; ; ; ; ; ; ;1189; ; ; ; ; ;454; ;3446; ; ; ; ; ;151; ;21; ;21; ; ;7; ; ; ;1; ; ; ; ; ; ; ;3; ; ; ;1;1; ;1; ; ; ;1; ;8;7;1; ;2; ;1; ; ;9; ; ;1;8;9;1; ; ; ; ; ; ;3; ;1;1; ; ; ; ;212;213; ;332;25;8;13;16;4;17;0; ;283; ;9; ;12;9;13; ;11;13;12; ;5;16;4;8;4;4;20;29;6;27;29; ; ;3
Santa Fe;GENERAL OBLIGADO;Estatal;Rural;107;62;227;97; ; ; ; ; ; ; ; ; ;1616; ; ; ; ; ; ; ;1824; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3808;4967; ;2043;68;15;80;22; ;18;0; ;383;209;53; ;20;54;74;1;20;76;15; ;5;19;8; ;5;70; ;27;25;2;19; ; ; 
Santa Fe;GENERAL OBLIGADO;Estatal;Urbano;121;32;98;96;6; ; ; ; ; ; ; ; ;8950; ; ; ; ; ; ; ;10676;143; ; ; ; ;311; ;261; ; ; ; ;43; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ;3;6;1;10;1; ; ; ; ;2;3; ; ;1; ; ;3;2;5; ; ;1;1;3;1; ; ; ; ; ; ;1;3; ; ; ; ; ; ;14290;14076; ;14110;14;31;59;32;4;74;0; ;353;906;50; ;42;50;55; ;47;55;24; ;16;29;25;4;22;163;18;96;83;2;86; ; ;16
Santa Fe;GENERAL OBLIGADO;Privado;Rural;7; ; ; ; ; ; ; ; ; ; ; ; ;64; ; ; ; ; ; ; ;688; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;203;225; ;203;224; ;3;4; ; ;0; ;64; ; ; ; ; ; ; ; ;3;1; ; ;4; ; ; ; ; ; ;1;2; ; ; ; 
Santa Fe;GENERAL OBLIGADO;Privado;Urbano;32; ;2;6; ; ; ; ; ; ; ; ; ;750; ; ; ; ; ; ; ;2927; ; ; ; ; ; ; ;39; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ; ; ; ;1; ;2;1; ; ; ;1; ; ;6; ; ; ;2; ;3; ; ; ; ; ;2;2;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1790;286; ;1771;223;6;11;8;6;10;0; ;38; ;11; ;8;11;9; ;6;10;5; ;4;7;5;2;3;14;10;18;7;4;17; ; ;2
Santa Fe;IRIONDO;Estatal;Rural;52; ; ; ; ; ; ; ; ; ; ; ; ;596; ; ; ; ; ; ; ;607; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;864;378; ;1055;25;12;27;8; ;7;0; ; ;89;9;1;14;9;22; ;15;23;4; ;3;5;2; ;4;26;1;4;8; ;10; ; ; 
Santa Fe;IRIONDO;Estatal;Urbano;46; ;2;2;1; ; ; ; ; ; ; ; ;2794; ; ; ; ; ; ; ;1625; ; ; ; ; ;1091; ;91; ; ; ; ;4; ; ;3; ; ; ; ;1; ; ; ; ; ; ; ;6; ;1;2;1;4; ; ; ;1;10; ; ;3; ; ;1; ;3; ;2; ;2;9; ; ; ;1; ; ; ; ;1;1; ;2; ; ; ;4436;1200; ;4120; ;12;19;11;3;10;0; ; ;432;10; ;11;10;18; ;16;18;8; ;4;11;10; ;5;90; ;29;27; ;14; ; ;1
Santa Fe;IRIONDO;Privado;Urbano;10; ; ; ; ;99; ; ; ; ; ; ; ;442; ; ; ; ; ; ; ;1037; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ;1;4; ; ; ; ;1; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;250;204; ;257;103;1;4;4;1; ;0; ; ; ;1; ;4;1;2; ;4;2;4; ; ;5;1; ;3;10;1;3;10; ;8; ; ; 
Santa Fe;LA CAPITAL;Estatal;Rural;25;18;70;23; ; ; ; ; ; ; ; ; ;593; ; ; ; ; ; ; ;366; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1071;1160; ;683; ;4;17;3; ;1;0; ;34;270;12; ;6;12;15; ;8;13;1; ;2;2;2; ;2;21; ;8;10; ;12; ; ; 
Santa Fe;LA CAPITAL;Estatal;Urbano;240;75;175;146;8;40; ; ; ; ; ; ; ;21731; ; ; ; ; ;440; ;20771;788; ;88; ; ;7577; ;602;53;16;15; ;117;101; ;6;1;1;1; ; ;1;1;3; ; ; ; ;18;2;4;22;1;7;1;3;16;12;27; ; ;20;2;3;10; ;8;1;3;6;14;21;3; ;9;2;2;4; ;10;4;4;5;3;4; ; ;30570;25505; ;28430;1;73;99;62;12;326;0; ;183;2601;98; ;95;98;98; ;92;94;51; ;45;60;61;7;108;582;20;315;164;16;186; ; ;26
Santa Fe;LA CAPITAL;Privado;Urbano;180;19;59;14;2;736; ; ;127; ; ; ; ;7567; ; ;766; ; ;133; ;14770;63; ; ; ; ;549; ;368;129;61; ; ;9;1; ;1;5; ;2; ; ; ;1;2; ;3; ; ;1;5;3;5; ; ; ;1;3;11;31;1; ; ;6;1;5;1;4;1;2;6;19;36;3; ; ; ;3; ; ;1; ; ;1;2;1;1; ;6300;5134; ;5444; ;42;58;56;23;65;0; ;112;476;64; ;39;65;53;1;37;56;42; ;20;47;15;7;63;99;20;218;16;14;63; ; ;6
Santa Fe;LAS COLONIAS;Estatal;Rural;100; ; ;1; ; ; ; ; ; ; ; ; ;1367; ; ; ; ; ; ; ;1279; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2195;850; ;1210;256;22;71;14; ;8;0; ;36;248;49; ;17;51;67; ;20;65;9; ;5;12;7; ;7;45; ;26;24; ;22; ; ; 
Santa Fe;LAS COLONIAS;Estatal;Urbano;64; ;1;1; ; ; ; ; ; ; ; ; ;3690; ; ;182; ; ;277; ;4260; ; ; ; ; ;404; ;12; ; ; ; ;11; ; ;7;2; ; ; ; ; ; ;3; ; ; ; ;25; ; ;2; ;1; ;1;6;1;4;3; ;5; ; ;1; ;1; ;2;3;2;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;4546;1221; ;4007; ;23;27;13;3;23;0; ;267;186;26; ;23;26;25; ;20;25;5; ;3;12;15; ;19;141;5;50;60;11;33; ; ;2
Santa Fe;LAS COLONIAS;Privado;Rural;7; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ; ; ; ; ; ;468; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;52;209; ;202;37;1;1;4;1; ;0; ; ; ;1; ;1;1; ; ; ;1;1; ;2;3; ; ; ; ;1; ;7; ;9; ; ; 
