provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;BoliviaInicial;BrasilInicial;ChileInicial;ParaguayInicial;PerúInicial;UruguayInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ParaguaySNU;PerúSNU;UruguaySNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaCopadeleche;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Buenos Aires;CAÑUELAS;Estatal;Rural;23; ; ; ; ; ; ; ; ; ; ; ; ;316; ; ; ; ; ; ; ;307; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ;15; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;973;536;34;34; ; ; ; ;13;146; ;2; ;3;2;6; ;6;7;2; ;4;3;3; ; ;2;1;2;1; ;1; ; ; 
Buenos Aires;CAÑUELAS;Estatal;Urbano;48;12;2; ; ; ; ; ; ; ; ; ; ;2355; ; ; ; ; ; ; ;4518; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ;13; ; ;2; ; ; ;25;1; ;40; ;1; ; ; ; ;16;3;1;33;1;5; ; ; ; ; ; ; ; ; ;4;1; ; ; ;4991;2675;793; ; ; ; ; ;62;528; ;11; ;11;11;14; ;17;16;16; ;9;15;13;1;2;28; ;2;4; ; ; ; ; 
Buenos Aires;CAÑUELAS;Privado;Urbano;14; ; ; ; ;84; ; ; ; ; ; ; ;1506; ; ; ; ; ; ; ;747; ; ; ; ; ;214; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;4;2; ; ; ; ; ;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;161; ;5; ;3;5;4; ;1;5;4; ;2;4; ; ; ;4; ;2; ; ; ; ; ; 
Buenos Aires;CAMPANA;Estatal;Rural;19; ;111;2; ; ; ; ; ; ; ; ; ;213; ; ; ; ; ; ; ;567; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;116; ; ;4; ; ; ;1; ; ;16; ; ;3; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1320;829;301; ; ; ; ; ;5;297; ;1;1;2;2;1;1;2;3;4;2;1;4; ; ; ;1;1;1; ; ;2; ; ; 
Buenos Aires;CAMPANA;Estatal;Urbano;76; ; ; ; ; ; ; ; ; ; ; ; ;3848; ; ; ; ; ; ; ;6870; ; ; ; ; ;19; ; ; ; ; ; ; ; ; ;4; ; ;8;2; ; ;1; ; ;2; ; ;40;3;4;1; ; ; ;5;3;1;28;9;3;3;1; ; ;5; ; ;1;3;1; ; ; ; ;8406;4233;265; ; ; ; ; ;26; ; ;18;1;20;18;20; ;22;20;25; ;16;23;18;1;4;46;8; ;8;1;4; ; ;2
Buenos Aires;CAMPANA;Privado;Urbano;26; ; ; ; ;620; ; ;160; ; ; ; ;1834; ; ; ; ; ; ; ;1085; ; ; ; ; ;286; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ;1; ; ;5;1;2; ; ; ;1; ;1;1; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;10;4;2; ;7;2;6; ; ;5;1;11; ; ;13;1; ; ; ; ; ; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Rural;9; ;1; ; ; ; ; ; ; ; ; ; ;62; ; ; ; ; ; ; ;38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;2; ; ;4; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;161;130; ; ; ; ; ; ;5; ; ;3; ; ;3;3; ;2;3;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ;848; ; ; ; ; ; ; ;1285; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1444;306;615;30; ; ; ; ;5; ; ;4; ;5;4;5; ;3;5;4; ;4;4;9; ; ;13;2; ;12;1; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Rural;33; ;1; ; ; ; ; ; ; ; ; ; ;229; ; ; ; ; ; ; ;337; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;493;138;35; ; ; ; ; ;2; ; ; ; ;11; ;1; ;14;1;1;1;5;1;1; ; ;16; ; ;7; ;1; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Urbano;22; ; ; ; ; ; ; ;103; ; ; ; ;1051; ; ; ; ; ; ; ;1420; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1; ; ; ; ; ; ;20; ; ;7; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2573;593;18; ; ; ; ; ;7; ; ;3; ;6;3;5; ;6;5;5;1;3;5;4; ;2;9; ; ;12; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Rural;30; ; ; ; ; ; ; ; ; ; ; ; ;86; ; ; ; ; ; ; ;276; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;655;407;79;79; ; ; ; ;1;103; ;1; ;9;1;3; ;12;3;3; ;1;2;1; ; ;6; ;2; ; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Urbano;16; ; ; ; ; ; ; ; ; ; ; ; ;471; ; ; ; ; ; ; ;646; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1607;280;308;11; ; ; ; ; ; ; ;4; ;3;5;3; ;4;3;4; ; ;4;4; ;1;13; ; ; ; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Rural;16; ; ; ; ; ; ; ; ; ; ; ; ;207; ; ; ; ; ; ; ;68; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;434;259;68; ; ; ; ; ; ;121; ;2; ;3;2;2; ;9;2; ; ;1; ;1; ; ;1; ; ; ; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Urbano;25; ; ; ; ; ; ; ; ; ; ; ; ;628; ; ; ; ; ; ; ;1157; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1640;515;627; ; ; ; ; ;5; ; ;5; ;11;5;4; ;6;4;6; ;3;6;14;2; ;17; ; ;10;1; ; ; ; 
Buenos Aires;CASTELLI;Estatal;Rural;19; ; ; ; ; ; ; ; ; ; ; ; ;61; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;192;81; ; ; ; ; ; ;2; ; ;2; ;1;1;6; ;10;6; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Rural;32; ;2; ; ; ; ; ; ; ; ; ; ;374; ; ; ; ; ; ; ;181; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ;1; ; ; ;74; ; ;3;1; ;2;1; ; ;4; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;808;374;56; ; ; ; ; ;8;209; ;1;2;5;1;1;3;15;4;1; ;2;1;1; ; ;4;1; ; ; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Urbano;51; ; ; ; ; ; ; ; ; ; ; ; ;2069; ; ; ; ; ; ; ;3413; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41; ;1;4; ; ; ;2; ; ;58; ;2;36; ;1;3; ;2; ;47; ; ;5; ;1;3; ; ; ; ;1; ; ; ; ; ; ; ; ;1838;954;383; ; ; ; ; ;7;130; ;8; ;19;8;12; ;12;13;10; ;8;10;29;1; ;13; ;1;10; ; ; ; ;1
Buenos Aires;CHACABUCO;Privado;Urbano;9; ; ; ; ;131; ; ; ; ; ; ; ;464; ; ; ; ; ; ; ;414; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;81;2; ;5;3;2; ;2;1;2; ; ;2;5; ; ;3; ; ; ; ; ; ; ; 
Buenos Aires;CHASCOMUS;Estatal;Rural;16; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;75;29; ; ; ; ; ; ;5; ; ;4; ;1;4;4; ;6;4; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;CHASCOMUS;Estatal;Urbano;72; ; ; ; ; ; ; ; ; ; ; ; ;1980; ; ; ; ; ; ; ;2776; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ;1;2; ; ; ; ; ;34; ;2;1;4; ; ; ; ; ;12; ;1; ;3; ; ; ;1; ; ; ; ;2;1; ; ;4092;1459;100; ; ; ; ; ;26;711;282;12; ;10;13;25;1;11;28;17; ;8;16;10;2;3;41;8;1;6; ;1; ; ; 
Buenos Aires;CHASCOMUS;Privado;Urbano;12; ; ; ; ;66; ; ; ; ; ; ; ;1178; ; ; ; ; ; ; ;1025; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ;1; ; ; ;1; ;1; ; ;1; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;3;3;2; ;3;2;2; ;2;2;1;1;1;3;1; ; ; ; ; ; ; 
Buenos Aires;CHIVILCOY;Estatal;Rural;37;14;18; ; ; ; ; ; ; ; ; ; ;125; ; ; ; ; ; ; ;118; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;3; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551;295; ; ; ; ; ; ;3; ; ; ; ;7; ;5; ;24;3;1; ; ;1;1; ; ;1; ; ;1; ; ; ; ; 
Buenos Aires;CHIVILCOY;Estatal;Urbano;62; ;5;1; ; ; ; ; ; ; ; ; ;2385; ; ; ; ; ; ; ;3949; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;22;1; ;6;1; ;1; ; ; ;58;1;3;23;2;1;3; ; ; ;27;2; ;19;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;5189;786;646; ; ; ; ; ;8;114; ;11; ;21;11;15; ;18;16;15; ;10;15;30;6;2;43;2;1;8; ;1; ; ; 
Buenos Aires;CHIVILCOY;Privado;Urbano;19; ; ; ; ;364; ; ; ; ; ; ; ;1414; ; ; ; ; ; ; ;917; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;2;1; ; ; ;3;2; ; ; ;3;3; ; ; ;1; ; ; ;1;2;2; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;7;3;2; ;4;2;3; ;1;2;7;4;1;2;1;1; ; ;3; ; ; 
Buenos Aires;COLON;Estatal;Rural;11; ; ; ; ; ; ; ; ; ; ; ; ;70; ; ; ; ; ; ; ;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;202;35; ; ; ; ; ; ; ; ; ;2; ;2;1;4; ;2;2;1; ; ;1; ; ; ;1; ;1; ; ; ; ; ; 
Buenos Aires;COLON;Estatal;Urbano;22; ; ; ; ; ; ; ; ; ; ; ; ;1033; ; ; ; ; ; ; ;1679; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ; ; ; ; ; ;1; ;4; ; ;1; ; ; ; ;1; ;3; ; ; ; ; ;1; ; ; ; ; ; ;2; ; ; ;2142;627; ; ; ; ; ; ;1;105;28;7; ;6;5;5;1;4;6;4; ;4;3;9;3;1;11; ; ;7; ;1; ; ; 
Buenos Aires;COLON;Privado;Urbano;8; ; ; ; ;75; ; ; ; ; ; ; ;397; ; ; ; ; ;126; ;545; ; ; ; ; ;108; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;3; ;3;3;3; ; ;3;3;2; ; ; ; ;2;1; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Rural;20; ; ; ; ; ; ; ; ; ; ; ; ;172; ; ; ; ; ; ; ;362; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ;1; ; ; ;1; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;688;235;36; ; ; ; ; ; ;113; ;8; ;2;8;7; ;1;9;3; ;1;3;3; ; ;10; ; ; ; ; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Urbano;49; ; ; ; ; ; ; ; ; ; ; ; ;2186; ; ;251; ; ; ; ;4354; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3; ; ; ; ; ; ;1; ; ;23; ; ;2; ; ; ; ; ; ;8; ; ;2; ; ; ; ; ; ;2; ; ; ; ; ; ;5128;485;188; ; ; ; ; ;7; ; ;14; ;12;14;16; ;15;16;15; ;7;15;19;2;4;32;3;3;17; ;3; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Privado;Urbano;9; ; ; ; ;161; ; ; ; ; ; ; ;178; ; ; ; ; ; ; ;1245; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;161; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1; ;2;1;3; ; ;3;2;7; ;1;4;1; ; ; ; ; ; 
Buenos Aires;CORONEL DORREGO;Estatal;Rural;28; ;1; ; ; ; ; ; ; ; ; ; ;133; ; ; ; ; ; ; ;178; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;566;129; ; ; ; ; ; ; ; ; ;1; ;5;1;7; ;11;7; ; ;3; ;1; ; ;9; ; ;3; ;1; ; ; 
Buenos Aires;CORONEL DORREGO;Estatal;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ;316; ; ; ; ; ; ; ;765; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1205;94;28;28; ; ; ; ; ;34; ;4; ;7;3;3; ;4;4;3; ;3;2;3; ; ;10; ; ;1; ; ; ; ;1
Buenos Aires;CORONEL DORREGO;Privado;Urbano;4; ; ; ; ; ; ; ; ; ; ; ; ;287; ; ; ; ; ; ; ;357; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ;2;1;2; ; ;2; ; ; ;8; ; ;1; ; ; ; ; 
Buenos Aires;CORONEL PRINGLES;Estatal;Rural;25; ; ; ; ; ; ; ; ; ; ; ; ;79; ; ; ; ; ; ; ;74; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;313;142;76;74; ; ; ; ; ; ; ;4; ;2;3;7; ;11;6; ; ; ;1; ; ; ;3; ; ; ; ; ; ; ; 
Buenos Aires;CORONEL PRINGLES;Estatal;Urbano;30; ; ; ; ; ; ; ; ; ; ; ; ;890; ; ; ; ; ; ; ;1053; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1557;482; ; ; ; ; ; ;4;142; ;8; ;11;8;4; ;7;8;5; ;3;6;6;1; ;17;2;1;6; ; ; ; ; 
Buenos Aires;CORONEL SUAREZ;Estatal;Rural;35; ;4; ; ; ; ; ; ; ; ; ; ;266; ; ; ; ; ; ; ;234; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;247;77;21; ; ; ; ; ;1;108; ;3; ;3;1;5; ;16;6;4; ;1;4;1; ;1;6; ; ;1; ; ; ; ; 
Buenos Aires;CORONEL SUAREZ;Estatal;Urbano;53;4; ; ; ; ; ; ; ; ; ; ; ;1390; ; ; ; ; ; ; ;2072; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;6;1;8; ; ; ;3; ; ; ; ; ;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ;1387;115;58;56; ; ; ; ;2;144; ;14; ;19;11;8; ;11;10;12; ;6;12;18;1;1;31;1; ;12;1;2; ; ;1
Buenos Aires;CORONEL SUAREZ;Privado;Urbano;10; ; ; ; ;113; ; ; ; ; ; ; ;462; ; ; ; ; ; ; ;830; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;102; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ;3;2;5; ;1;5;4; ; ;2; ; ; ; ; ; ; ; 
Buenos Aires;DAIREAUX;Estatal;Rural;29; ; ; ; ;9; ; ; ; ; ; ; ;207; ; ; ; ; ; ; ;227; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;358;77;60; ; ; ; ; ;1; ; ;3; ;7; ;6; ;11;3;2; ;3;2;5; ;1;12;3; ;3; ; ; ; ; 
Buenos Aires;DAIREAUX;Estatal;Urbano;15; ; ; ; ; ; ; ; ; ; ; ; ;345; ; ; ; ; ; ; ;625;70; ; ; ; ;486; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1795;117;34;12; ; ; ; ; ;36; ;5; ;4;3;3; ;4;3;5; ;4;4;7; ; ;6; ; ;3; ; ; ; ; 
Buenos Aires;DOLORES;Estatal;Rural;16; ; ; ; ; ; ; ; ; ; ; ; ;90; ; ; ; ; ; ; ;171; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;343;229;229;93; ; ; ; ;2; ;58;1; ;1;1;4;1;8;3; ; ; ;1;1; ; ;2; ; ; ; ; ; ; ; 
Buenos Aires;DOLORES;Estatal;Urbano;23; ; ; ; ; ; ; ; ; ; ; ; ;1378; ; ; ; ; ; ; ;2185; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;5; ; ;1; ; ; ; ; ;2;5; ; ; ; ; ; ; ;1;1;2; ; ; ; ; ; ;2721;331;447; ; ; ; ; ; ; ;101;6; ;5;6;7; ;7;6;5; ;2;5;12; ; ;21; ;1; ; ; ; ; ; 
Buenos Aires;Enmascarado;Estatal;Rural;19; ;13; ; ; ; ; ; ; ; ; ; ;279; ; ; ; ; ; ; ;213; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ;2;1; ; ; ; ; ;20; ; ;15;3;1; ; ; ; ;4; ;1;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;845;675;15; ; ; ; ; ;6;238; ;5; ;1;5;5; ;6;8;2; ;2;3; ; ; ;7;1; ;1; ; ; ; ; 
Buenos Aires;Enmascarado;Estatal;Urbano;15; ; ; ; ; ; ; ; ; ; ; ; ;440; ; ; ; ; ; ; ;724; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2; ; ; ; ; ; ;1; ; ;11; ; ;1; ; ; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1421;171;24; ; ; ; ; ;2; ; ;5; ;5;4;3; ;4;3;2; ;2;2;3;1; ;21; ; ;8; ; ; ; ; 
Buenos Aires;Enmascarado;Privado;Rural;70; ;3; ; ;26; ; ; ; ; ; ; ;1155; ; ; ; ; ;77; ;4855; ; ; ; ; ;87; ; ; ; ; ; ; ; ; ; ;1; ;2; ; ; ;4; ; ; ;2; ;8; ; ;2;2; ; ;1;1; ;5;4; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ;1055;650;166;112; ; ; ; ;7;363; ;10; ;15;12;9; ;5;14;30; ;8;32;2;2; ;26;3;1;34;8;12; ; ; 
Buenos Aires;Enmascarado;Privado;Urbano;113; ;5; ; ;439; ; ; ; ; ; ; ;7207; ; ; ; ; ; ; ;9838; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1; ;1;6; ; ; ;5;2;7;2; ;11;5; ; ;2;3;2;7;4;2;4;6;1;1; ;1; ; ; ; ; ; ; ; ;798;257; ; ; ; ; ; ;13;628;174;15; ;34;15;15; ;29;16;35; ;11;37;15;7;6;45;20;3;23;6; ; ; ; 
Buenos Aires;ENSENADA;Estatal;Urbano;44; ;3; ; ; ; ; ; ; ; ; ; ;2078; ; ; ; ; ; ; ;3202; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2; ;1;1; ; ; ;11;1;1;13;2;2; ; ;2; ;4; ;1;12;11;3;1;2;1;1; ; ; ; ; ; ; ; ; ; ;4725;2099;314; ; ; ; ; ;13;127;18;12; ;12;12;12; ;13;13;13; ;12;14;7;4;4;47;4;1;9;1;7; ; ; 
Buenos Aires;ENSENADA;Privado;Urbano;9; ; ; ; ; ; ; ; ; ; ; ; ;190; ; ; ; ; ; ; ;841; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;80;145;145; ; ; ; ; ; ; ; ;2; ;2;2;1; ;2;1;3; ; ;4; ;1; ;3;1; ;2;1; ; ; ; 
Buenos Aires;ESCOBAR;Estatal;Urbano;98; ;143;6; ; ; ; ; ; ; ; ; ;8947; ; ; ; ; ; ; ;15416; ; ; ; ; ;797; ; ; ; ; ; ; ; ; ;7;2; ;27;12;3;2;2; ; ;194;1;2;216;29;21;4; ; ; ;70;3;6;186;32;8;4; ; ; ;6; ; ;1;1;2;3; ; ; ;18820;4625;3180; ; ; ; ; ;516;259; ;26; ;25;26;32; ;31;33;37; ;34;34;39; ;17;54;2;31;30;3;16; ; ; 
