provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasInicialLenguaindígena;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasPrimariaLenguaindígena;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSecundariaLenguaindígena;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;IdiomasSNULenguaindígena;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaCopadeleche;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Córdoba;GENERAL SAN MARTIN;Estatal;Urbano;86; ;6; ; ;5; ; ; ; ; ; ; ; ;2279; ; ; ; ; ; ; ; ;4544; ; ;37; ; ;122; ; ;144; ; ; ; ; ; ; ; ;13; ;1; ; ;3; ; ; ;1;1; ; ;60;3;1; ; ;27; ; ; ;9;2; ; ;36; ; ; ; ;9;1; ; ;6;1; ; ;3;1;1; ; ; ;4;1; ;1;1; ; ;3280;4098;612;287;36;42;9;5;15;50; ;587;2352;36; ;27;35;36; ;23;35;8; ;8;8;12;11;2;50;68;4;15;25;25; ; ;4
Córdoba;GENERAL SAN MARTIN;Privado;Rural;4; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;550; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;131;165;109;99; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;1;3; ; ; ; ; ; ; ;3;4; ; ; 
Córdoba;GENERAL SAN MARTIN;Privado;Urbano;34; ; ; ; ;1310; ; ;72; ; ; ; ; ;3624; ; ;84; ; ;59; ; ;5840; ; ; ; ; ; ; ; ;826; ;79; ; ;21;79; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ;5;1;1; ; ;1;1; ; ;8;11; ; ;3;1;3; ; ;7; ; ; ;1;5;2;1;3; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ;8;8;11;9; ;992; ;343;1413;8; ;5;7;5; ;5;6;9;1;5;10;4;21; ; ;28;4; ;50;6; ;1;3
Córdoba;ISCHILIN;Estatal;Rural;46;55; ; ; ; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ;193; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;857;907;322;58;14;33;5; ;3;7; ; ;120;27; ;6;27;27; ;6;26;2; ;3;2; ;1; ;4;2;18; ; ; ; ; ; 
Córdoba;ISCHILIN;Estatal;Urbano;26; ;2; ; ;51; ; ; ; ; ; ; ; ;717; ; ; ; ; ; ; ; ;1923; ; ; ; ; ; ; ; ;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ;2; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2405;2562;268;97;11;12;2;2;5;10; ; ;882;11; ;12;11;12; ;12;12;2; ;2;2;2;6;2;10;27;15; ;10;7; ; ;4
Córdoba;JUAREZ CELMAN;Estatal;Rural;47; ; ; ; ; ; ; ; ; ; ; ; ; ;189; ; ; ; ; ; ; ; ;238; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;451;470;6; ;16;35;3; ; ;8; ; ;384;23; ;10;23;28; ;9;27;1;1;2;1; ;2; ;9;15;14; ;1; ; ; ; 
Córdoba;JUAREZ CELMAN;Estatal;Urbano;45; ; ; ; ; ; ; ; ; ; ; ; ; ;1179; ; ; ; ; ; ; ; ;2726; ; ; ; ; ;207; ; ;105; ; ; ; ; ; ; ; ;6; ; ; ; ;3; ; ; ; ; ; ; ;2;1; ; ; ;7; ; ; ;2;1; ; ;1;1; ; ; ;1; ; ; ;1; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ;1793;1796;544;205;18;19;8;3; ;4; ;137;1365;18; ;14;18;19; ;13;18;6; ;8;7;8;13;3;37;62;25;15;6;2; ; ; 
Córdoba;JUAREZ CELMAN;Privado;Rural;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;455; ; ; ; ; ;17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;3;1; ; ; ; ; ; ;1;1; ; ; ; 
Córdoba;JUAREZ CELMAN;Privado;Urbano;11; ; ; ; ;259; ; ; ; ; ; ; ; ;943; ; ; ; ; ; ; ; ;2178; ; ; ; ; ; ; ; ;33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;1;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41;20; ; ;3;3;6;2; ;1; ; ; ;2; ;3;2;3; ;3;3;4; ;4;6; ;3; ;1;2; ; ;2;6; ; ; 
Córdoba;MARCOS JUAREZ;Estatal;Rural;47; ; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;352;270;31; ;18;35;1; ;1;1; ;73;69;16; ;13;16;25; ;13;26; ; ;1; ;1; ; ; ;2;9; ; ; ; ; ; 
Córdoba;MARCOS JUAREZ;Estatal;Urbano;84;191; ;5; ;92; ; ; ; ; ; ; ; ;2171; ; ; ; ; ; ; ; ;3669; ; ; ; ; ;714; ; ;171; ; ; ; ; ; ; ; ;3; ;1; ; ;4; ;1; ; ;1; ; ;3;1; ; ; ;16; ; ; ; ;5; ;3;4;1; ; ; ;3; ; ; ;1;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;2960;2218;456;217;32;36;13;9;1;21; ;133;1947;28; ;31;28;34; ;29;27;11;1;4;12;7;19;5;23;56;4;11;22;9; ; ; 
Córdoba;MARCOS JUAREZ;Privado;Urbano;34; ; ; ; ;239; ; ; ; ; ; ; ; ;1113; ; ;82; ; ; ; ; ;2999; ; ; ; ; ;259; ; ;59; ; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;2; ; ;4; ;3; ; ;9; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;233;70;7; ;8;11;16;5; ;11; ; ;136;3; ;9;3;7;1;8;6;14; ;6;15;2;7;1;28;41;1;9;50;26; ; ; 
Córdoba;MINAS;Estatal;Rural;46; ; ;1; ; ; ; ; ; ; ; ; ; ;65; ; ; ; ; ; ; ; ;525; ; ; ; ; ; ; ; ;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1043;1068;534;56;9;25;9;1;3;16; ; ;65;19; ;5;19;23; ;7;22;5; ;4;5; ; ; ;1;4;6; ; ;3; ; ;1
Córdoba;POCHO;Estatal;Rural;42; ; ; ; ; ; ; ; ; ; ; ; ; ;117; ; ; ; ; ; ; ; ;385; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;778;833;380;88;12;28;5;1;1;0; ; ;117;16;3;5;16;22;3;4;21;3; ;2;4;1; ; ;4; ;2; ;2; ; ; ; 
Córdoba;PRESIDENTE ROQUE SAENZ PEÑA;Estatal;Rural;38;4; ; ; ; ; ; ; ; ; ; ; ; ;150; ; ; ; ; ; ; ; ;421; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;400;536;28; ;14;24;6; ; ;0; ; ;180;12; ;8;12;15; ;9;15;3; ;3;3; ; ;2;2;2; ; ;4;1; ; ; 
Córdoba;PRESIDENTE ROQUE SAENZ PEÑA;Estatal;Urbano;27; ; ; ; ; ; ; ; ; ; ; ; ; ;1205; ; ;235; ; ;131; ; ;1970; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1630;1166; ; ;10;10;4;2;1;4; ;92;912;9; ;10;9;10; ;10;9;4; ;4;4;9;3;1;18;14;2; ;11;5; ; ; 
Córdoba;PRESIDENTE ROQUE SAENZ PEÑA;Privado;Urbano;7; ; ; ; ;58; ; ; ; ; ; ; ; ;321; ; ; ; ; ; ; ; ;819; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;42; ; ; ;2;2;3;2; ;0; ;122;199; ; ;2; ; ; ;2;1;3; ;2;3;1;2; ;1;3; ; ;3;6; ; ; 
Córdoba;PUNILLA;Estatal;Rural;32; ; ; ; ; ; ; ; ; ; ; ; ; ;354; ; ; ; ; ; ; ; ;732; ; ; ; ; ;45; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ;1; ;3; ; ;1; ;1; ;4;1; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1254;1396;433;95;10;18;4; ;23;10; ;173;345;12; ;3;12;14;1;1;16;4; ;3;4; ; ; ;25;3;7;2;8;6; ; ; 
Córdoba;PUNILLA;Estatal;Urbano;102;5; ; ; ;38; ; ; ; ; ; ; ; ;3003; ; ; ; ;35; ; ; ;7873; ; ; ; ; ; ; ; ;262; ; ; ; ; ;39; ; ; ;1; ; ; ;3;2; ; ;3;10; ; ;8;4;5; ; ;25;5;7; ;27;38; ;34;3;4;5; ; ;8;4;1; ;10;4; ; ;1;2; ; ; ; ;1; ; ;1;1; ; ;9831;8663;874; ;34;40;21;5;7;25; ;238;3175;39; ;30;39;40; ;30;40;21; ;17;21;16;20;5;65;115;46;19;18;11; ; ; 
Córdoba;PUNILLA;Privado;Urbano;55; ; ; ; ;652; ; ;181; ; ; ; ; ;2768; ; ;372; ; ;167; ; ;6153; ; ; ; ; ;628; ; ;44; ; ;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;18; ;1; ;5; ; ; ;1; ; ; ;24;69; ;3;5;3;4; ; ;4; ;2; ;23;22; ;1; ; ; ; ; ; ;2; ; ; ;1; ; ;39;35; ; ;15;19;24;6; ;25; ;341;1652;10;1;15;9;6; ;14;5;23; ;4;23;1;13;5;1;69;9; ;33;3;1; ; 
Córdoba;RIO CUARTO;Estatal;Rural;129;1;20; ; ; ; ; ; ; ; ; ; ; ;273; ; ; ; ; ; ; ; ;1732; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ; ; ; ; ; ;5;1; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;965;976;289;163;33;80;17; ;1;15; ;11;287;52; ;14;53;68; ;19;68;8; ;12;8;3;3; ;11;7;9;4;3;4; ; ; 
Córdoba;RIO CUARTO;Estatal;Urbano;131;20; ; ; ;378; ; ; ; ; ; ; ; ;3422; ; ;257; ; ;50; ; ;9885; ; ;50; ; ;282; ; ;40; ; ; ; ; ; ; ; ;32;1; ; ; ;6; ;1; ;4;2; ; ;99;4;2; ; ;30; ;1; ;21;4; ; ;57;2; ; ; ;11;1; ; ;4;1; ;1; ; ; ; ; ; ;1; ; ;1; ; ; ;5696;6204;683;317;49;52;27;5;30;37; ;67;3526;50; ;49;50;50; ;49;47;25;2;22;25;22;41;15;97;112;70;10;9;9; ; ; 
Córdoba;RIO CUARTO;Privado;Urbano;65; ; ; ; ;841; ; ;52; ; ; ; ; ;5211; ; ;146; ; ; ; ; ;8722; ; ; ; ; ;17; ; ;525;23;11; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;4; ; ; ;1;2; ; ;1; ;1; ;12;13; ;1;2;1;1; ; ;1; ;2; ;9;12;3;2;10; ; ; ; ; ; ; ; ; ; ;1; ;180;192;13; ;15;20;31;9; ;3; ;383;1991;16;1;15;15;10; ;13;10;29; ;10;31;1;11;2;1;47;2; ;85;25; ;1;1
Córdoba;RIO PRIMERO;Estatal;Rural;110;2;24; ; ; ; ; ; ; ; ; ; ; ;344; ; ; ; ; ; ; ; ;861; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;22; ; ; ; ; ; ; ; ; ; ; ; ;81; ;1; ; ;1; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1855;1874;815;93;33;74;13; ;2;21; ;151;233;49;1;7;49;58;2;14;59;6; ;6;7;1; ;1;1;3;13; ;5;3; ; ; 
Córdoba;RIO PRIMERO;Estatal;Urbano;30; ; ; ; ; ; ; ; ; ; ; ; ; ;507; ; ; ; ; ; ; ; ;2139; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ;3;2; ; ;41;1; ; ; ; ;1; ; ; ;1;1; ;20;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2145;2108;367;318;11;11;6;2;1;7; ;218;608;11; ;11;11;10; ;8;11;5; ;3;6;1;10;4;4;30;30; ;7;1; ; ; 
Córdoba;RIO PRIMERO;Privado;Urbano;11; ; ; ; ;50; ; ; ; ; ; ; ; ;625; ; ; ; ; ; ; ; ;1500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;422;420; ; ;2;3;6;1; ;1; ; ;278;1; ;3;1;2; ;3;2;5; ;1;5; ;7; ;2;9;3; ;13; ; ; ; 
Córdoba;RIO SECO;Estatal;Rural;52; ;18; ; ; ; ; ; ; ; ; ; ; ;65; ; ; ; ; ; ; ; ;388; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1320;1388;462;86;14;35;4; ; ;13; ;76;21;28; ;5;28;33; ;3;34; ; ;4; ;1; ; ;1; ;1;2;1; ; ; ; 
Córdoba;RIO SECO;Estatal;Urbano;10; ; ; ; ; ; ; ; ; ; ; ; ; ;170; ; ; ; ; ; ; ; ;1033; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1065;1319;108;108;3;3;2; ;1;0; ;322;184;3; ;3;3;2; ;2;3;2; ;2;2; ; ;1;6;5;6;4; ; ; ; ; 
Córdoba;RIO SEGUNDO;Estatal;Rural;74; ; ; ; ; ; ; ; ; ; ; ; ; ;356; ; ; ; ; ; ; ; ;904; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;4; ; ; ; ;4; ; ; ; ; ; ; ;1; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;863;823;239;15;22;45;14; ; ;162; ; ;380;28; ;9;28;40; ;10;40;8; ;6;8;1;2;1;2;18;7;2;3;6; ; ; 
Córdoba;RIO SEGUNDO;Estatal;Urbano;59;1; ; ; ; ; ; ; ; ; ; ; ; ;1659; ; ; ; ; ; ; ; ;5037; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ;17;2; ; ; ;4; ; ; ;4;5; ; ;7;1; ; ; ;1;1;1; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2895;3357;534;199;21;22;14;2;3;43; ; ;2151;20; ;21;20;21; ;21;21;14; ;7;14;16;22;25;15;90;69;8;45;6; ; ; 
Córdoba;RIO SEGUNDO;Privado;Urbano;24; ; ; ; ;233; ; ; ; ; ; ; ; ;1194; ; ; ; ; ; ; ; ;2399; ; ; ; ; ;134; ; ;53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2; ; ; ; ; ; ; ; ; ;5; ; ;4;2;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;206;297;98;81;5;6;12;3; ;0; ;102;148;3; ;4;3;2; ;4;3;10; ;5;11; ;4; ; ;15;1;2;50;2; ; ;1
Córdoba;SAN ALBERTO;Estatal;Rural;77;23;56; ; ; ; ; ; ; ; ; ; ; ;114; ; ; ; ; ; ; ; ;973; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;9; ; ; ; ; ; ; ; ; ;1; ; ;7;1; ; ; ; ; ; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2260;2390;541;130;21;46;10; ;3;0; ;90;74;36; ;2;37;45; ;2;47;6; ;6;6;1; ; ;1;5;2; ; ;7; ; ; 
Córdoba;SAN ALBERTO;Estatal;Urbano;18; ; ; ; ; ; ; ; ; ; ; ; ; ;555; ; ; ; ; ; ; ; ;1038; ; ; ; ; ;33; ; ;100; ; ; ; ; ;62; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;1;2;2915;3106;747; ;6;6;3;2;1;0; ; ;555;6; ;5;6;6; ;5;6;4; ;3;4;2;3;1;26;3;1;2;1; ; ; ;2
Córdoba;SAN ALBERTO;Privado;Urbano;7; ; ; ; ;38; ; ; ; ; ; ; ; ;127; ; ; ; ; ; ; ; ;1081; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;4;6; ; ; ; ; ; ; ; ; ; ; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;769;353;17;17;2;2;4; ; ;0; ;476;77;1; ;2;1;1; ;1;1;3; ; ;4; ; ; ; ;4; ;2; ;14; ; ; 
Córdoba;SAN JAVIER;Estatal;Rural;56;97; ; ; ; ; ; ; ; ; ; ; ; ;344; ; ; ; ; ; ; ; ;1175; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;18; ; ; ; ;1; ; ; ;1;3; ; ;2; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2946;3115;244; ;18;30;7; ; ;0; ; ;294;26; ;4;26;31; ;4;31;4; ;6;4;1;1;1;19;6;15; ;1;5; ; ; 
Córdoba;SAN JAVIER;Estatal;Urbano;39;176; ; ; ; ; ; ; ; ; ; ; ; ;1471; ; ; ; ; ; ; ; ;3425; ; ; ; ; ; ; ; ;87;22; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ;2;2; ; ;25;1; ; ; ; ; ; ; ;3;1; ; ;4; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;3906;3771;265;67;14;19;5;3;5;19; ;199;1100;15;1;13;15;18; ;10;16;5; ;4;5;3;2;5;19;26;17;1;4;3; ; ; 
Córdoba;SAN JAVIER;Privado;Urbano;11; ; ; ; ;254; ; ; ; ; ; ; ; ;959; ; ; ; ; ; ; ; ;1290; ; ; ; ; ;53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;107;107; ; ;2;3;4;2; ;0; ; ;231;3; ;1;3;3; ;1;2;4; ;1;4; ;3; ; ;3; ; ;7;6; ; ; 
Córdoba;SAN JUSTO;Estatal;Rural;192;8; ; ; ; ; ; ; ; ; ; ; ; ;644; ; ; ; ; ; ; ; ;1915; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1947;1676;149;61;79;113;29; ;6;68; ; ;848;95;1;24;95;97; ;23;96;22; ;9;24;4;5;4;16;39;21; ;12;6; ; ; 
Córdoba;SAN JUSTO;Estatal;Urbano;110; ; ; ; ;225; ; ; ; ; ; ; ; ;4182; ; ; ; ; ; ; ; ;8635; ; ; ; ; ;353; ; ;357; ;13; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;3; ; ; ;6;1; ; ; ;6;3;1; ;6;6;3;2;1; ; ; ; ;1; ;2; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4479;4674;711;227;42;43;19;11;1;93; ;117;3341;42; ;39;42;42; ;38;41;16; ;15;17;16;34;30;41;122;34;17;62;15; ; ;3
Córdoba;SAN JUSTO;Privado;Rural;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;962; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;122;104; ; ; ;1;8; ; ;0; ; ; ;1; ; ;1;1; ; ;1;6; ;1;7; ; ; ; ;3; ;3;5;7; ; ; 
Córdoba;SAN JUSTO;Privado;Urbano;50; ; ; ; ;278; ; ; ; ; ;55; ; ;2098; ; ; ; ; ;106; ; ;5100; ; ; ; ; ; ; ; ;392; ;22; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;4; ; ;2;1;1; ; ; ; ; ; ; ;3; ; ;1; ;1; ; ;1; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ;231;251; ; ;14;14;20;10; ;4; ;106;410;9; ;10;8;6; ;10;6;17; ;5;17;2;17; ;9;59;4;10;51;15; ; ; 
Córdoba;SANTA MARIA;Estatal;Rural;74;24;2; ; ; ; ; ; ; ; ; ; ; ;570; ; ; ; ; ; ; ; ;1546; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15; ; ; ; ; ; ; ; ; ; ;1; ;57;1; ; ; ; ;1; ; ;3;4; ; ;14;1; ; ; ;4; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2399;2710;441;58;24;36;14; ;2;87; ; ;490;38; ;6;38;40; ;1;40;5; ;12;5; ; ;1;2;3;19;6;7;10; ; ; 
