provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasInicialLenguaindígena;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasPrimariaLenguaindígena;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSecundariaLenguaindígena;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;IdiomasSNULenguaindígena;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaCopadeleche;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Buenos Aires;BERAZATEGUI;Estatal;Urbano;183; ;21; ; ; ; ; ; ; ; ; ; ; ;11151; ; ; ; ; ; ; ; ;19737; ; ; ; ; ;222; ; ;54; ; ; ; ; ; ; ; ;42; ; ; ; ;15;1;2; ;5;4; ; ;264;3;1; ; ;217;16;16; ;12;10; ;1;124;4;3; ; ;214;11;4; ;11; ; ; ;1; ; ; ; ;2;1;1; ;1; ; ; ;27578;8454;4897; ;36;43;57;3;125;5; ;541;23;54; ;54;54;53;1;53;56;63; ;61;62;275;14;159;114;21;15;17;1;14; ; ; 
Buenos Aires;BERAZATEGUI;Privado;Urbano;106; ; ; ; ;3199; ; ;217; ; ; ; ; ;13205; ; ; ; ; ;548; ; ;10009; ; ; ; ; ;638; ; ;174;37;24; ; ; ; ; ; ;12;15; ; ; ;2; ;1; ;8;15;1; ;5;10; ; ; ;20;5;2; ;33;10;1;2;6;5;2; ; ;30;9;4; ;10;3;1; ;21; ; ; ; ;10; ;6; ; ; ; ; ; ; ; ; ;24;29;32;6; ;743; ;473;161;34;1;38;34;31; ;30;32;27; ;22;28;21;19;5;45;55;5;5;8;8; ; ;1
Buenos Aires;BERISSO;Estatal;Urbano;58;1;12;8; ; ; ; ; ; ;1; ; ; ;3543; ; ; ; ; ; ; ; ;6233; ; ; ; ; ; ; ; ;325; ; ; ; ; ; ; ; ;5; ; ; ; ;13;24;1; ;3;1; ; ;35;4; ; ; ;121;110;1; ; ;2; ; ;21;1;1; ; ;101;56;3; ;2; ; ; ;2; ; ; ; ; ;2; ; ; ; ; ; ;11479;3680;1622; ;9;16;10;2;38;18; ;511; ;14; ;15;14;16; ;16;19;17; ;15;19;55;5; ;109;2; ;22;1;6;3; ; 
Buenos Aires;BERISSO;Privado;Urbano;19; ; ; ; ;91; ; ; ; ; ; ; ; ;1245; ; ; ; ; ; ; ; ;1764; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ;1; ; ; ;7;1; ; ;4;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;1; ; ; ; ; ; ;261;30; ; ;4;6;7;1; ;0; ;207; ;6; ;8;6;4; ;6;5;7; ;1;7;5;1; ;6;4; ;1; ;1; ; ; 
Buenos Aires;BOLIVAR;Estatal;Rural;41; ; ; ; ; ; ; ; ; ; ; ; ; ;165; ; ; ; ; ; ; ; ;236; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;599;116; ; ;2;11;4; ;1;1; ; ; ;3; ;7;3;10; ;17;10;1; ;4;1; ; ; ;8;1; ;4; ;1; ; ; 
Buenos Aires;BOLIVAR;Estatal;Urbano;39;1; ; ; ; ; ; ; ; ; ; ; ; ;1159; ; ; ; ; ; ; ; ;1950; ; ; ; ; ; ; ; ;89; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ;4; ;1; ; ;22;2; ; ;3;1; ; ;5; ; ; ; ;10; ;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3608;383; ;49;7;9;9;1;1;14; ;179; ;4; ;17;4;6; ;8;8;7;1;5;7;6; ;1;51; ; ;10; ; ; ; ;1
Buenos Aires;BOLIVAR;Privado;Urbano;7; ; ; ; ; ; ; ; ; ; ; ; ; ;569; ; ; ; ; ; ; ; ;542; ; ; ; ; ; ; ; ;19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1; ;8; ; ; ; ; ;2; ;1; ;2;1;2; ; ;2;1; ;97;11; ; ;5; ; ; ; ; 
Buenos Aires;BRAGADO;Estatal;Rural;27; ; ; ; ; ; ; ; ; ; ; ; ; ;222; ; ; ; ; ; ; ; ;141; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;583;290;123; ;6;11;3; ; ;6; ;163; ;4; ;5;5;5; ;7;7;2; ;2;2;2; ; ;13; ; ; ; ; ; ; ; 
Buenos Aires;BRAGADO;Estatal;Urbano;30; ; ; ; ; ; ; ; ; ; ; ; ; ;2029; ; ; ; ; ; ; ; ;2667; ; ; ; ; ;41; ; ;87;8; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;4; ; ; ; ; ;1; ; ;3;1; ; ; ; ; ; ; ;3; ; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3394;813;275;55;8;10;9;1;2;0; ;381; ;9;1;9;9;6; ;8;9;8; ;3;9;23;2;6;62;2; ;23; ;3; ; ;4
Buenos Aires;BRAGADO;Privado;Urbano;5; ; ; ; ;189; ; ; ; ; ; ; ; ;392; ; ; ; ; ; ; ; ;815; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3; ; ;0; ; ; ;1; ;1;1;1; ;1;1;3; ;2;3;1; ; ;1; ; ;9; ; ; ; ; 
Buenos Aires;BRANDSEN;Estatal;Rural;26;20; ; ; ; ; ; ; ; ; ; ; ; ;277; ; ; ; ; ; ; ; ;241; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ;5; ; ; ; ; ; ; ;21; ; ; ; ;11; ;1; ; ;2; ; ;11; ; ; ; ;9; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;781;694;64;64;1;10;5; ;1;1; ; ; ;7; ;3;7;11; ;2;11;3; ;2;2;1; ;1;1; ; ; ; ; ; ; ; 
Buenos Aires;BRANDSEN;Estatal;Urbano;21; ; ; ; ; ; ; ; ; ; ; ; ; ;1120; ; ; ; ; ; ; ; ;1758; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;10; ; ; ; ;21; ; ; ; ;3; ;1;7;1; ; ; ;6;2;1; ;1;1; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;2855;1224;74; ;2;5;6;1;3;1; ; ; ;8; ;6;8;6; ;6;6;6; ;4;6;8; ;2;24;3; ;3; ; ; ; ; 
Buenos Aires;BRANDSEN;Privado;Urbano;7; ; ; ; ;109; ; ; ; ; ; ; ; ;617; ;16; ; ; ; ; ; ;516; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ;0; ; ; ; ; ;2; ;1; ;3;1;2; ; ;2;1; ; ;1; ; ;2; ;1; ; ; 
Buenos Aires;CAÑUELAS;Estatal;Rural;23; ; ;80; ; ; ; ; ; ; ; ; ; ;359; ; ; ; ; ; ; ; ;425; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;1; ; ; ; ; ; ; ; ;9; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;885;558;393;80;3;10;6; ;8;0; ;164; ;2; ;3;2;7; ;5;8;2; ;4;3;1; ;1; ; ;3; ;1;2; ; ; 
Buenos Aires;CAÑUELAS;Estatal;Urbano;49;16; ; ; ; ; ; ; ; ; ; ; ; ;2623; ; ; ; ; ; ; ; ;4730; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;6; ; ; ;1; ; ; ;39; ; ; ; ;70; ;4; ;2; ; ; ;9; ; ; ; ;37; ;2; ;1; ; ; ; ; ; ; ; ; ; ;3; ;1; ; ; ;5935;2814;538; ;11;15;13;1;37;13; ;538; ;12; ;12;12;14; ;17;16;16; ;8;16;17;1;3;36;1;5;8; ;1; ; ; 
Buenos Aires;CAÑUELAS;Privado;Urbano;14; ; ; ; ;728; ; ; ; ; ; ; ; ;1552; ; ; ; ; ; ; ; ;988; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;2;3; ; ; ; ;1; ; ;1; ; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;5; ; ;4; ; ; ;6; ;3;6;5; ;1;5;4; ;2;4;1;3;2;6; ;1; ; ; ; ; ; 
Buenos Aires;CAMPANA;Estatal;Rural;17; ;108; ; ; ; ; ; ; ; ; ; ; ;244; ; ; ; ; ; ; ; ;508; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;2; ; ; ; ; ; ; ;41; ; ; ; ;6;1; ; ;1;1; ; ;11; ; ; ; ;9; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1153;859;248; ;3;6;5; ;3;0; ;319; ; ;2;2;1;1;2;2;3;2;2;1;2;4; ; ;5; ; ; ; ; ; ; ; 
Buenos Aires;CAMPANA;Estatal;Urbano;73; ;1; ; ; ; ; ; ; ; ; ; ; ;4236; ; ; ; ; ; ; ; ;6901; ; ; ; ; ;34; ; ;100;28; ; ; ; ; ; ; ;6; ; ; ; ;10;1; ; ;1;6; ; ;6;1; ; ; ;60;8;3; ;4;2; ; ;2;2; ; ; ;44;7;7; ;6;1; ;1;13;1;2; ; ;3;6;5; ;1; ; ; ;9404;2955;687; ;19;17;22;4;19;0; ; ; ;18;1;20;18;22; ;23;22;23; ;15;22;36;5;5;85;13; ;10;1;5; ; ;7
Buenos Aires;CAMPANA;Privado;Urbano;28; ; ; ; ;592; ; ;155; ; ; ; ; ;1990; ; ; ; ; ; ; ; ;1316; ; ; ; ; ;444; ; ;125; ; ; ; ; ;73; ; ; ; ;1; ; ;1; ;1; ;4; ; ; ; ; ;1; ; ; ; ; ; ;5; ; ;2; ; ;1; ; ;3;1; ; ;1;1; ; ; ; ; ; ; ;2; ;1; ; ; ; ;2;30;30;30;30;6;5;7;3; ;0; ;61;31;6; ;11;6;1; ;8;2;8; ; ;8;3;4;5;1;18; ;2;3;5; ; ; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Rural;9; ; ; ; ; ; ; ; ; ; ; ; ; ;54; ; ; ; ; ; ; ; ;52; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ; ;1; ; ; ;3; ; ; ; ;7; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;206;181; ; ;2;5;1; ; ;0; ;44; ;3; ; ;3;2; ;2;3;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ; ;880; ; ; ; ; ; ; ; ;1349; ; ; ; ; ; ; ; ;10; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2281;322; ;50;4;5;4;1;2;2; ;160; ;3; ;6;3;4; ;4;5;3; ;2;4;11; ; ;23; ; ;10;1; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Rural;33; ;29; ; ; ; ; ; ; ; ; ; ; ;211; ; ; ; ; ; ; ; ;312; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;723;266;17;17;5;13;7; ; ;0; ;122; ; ; ;11; ; ; ;13;2;2; ;5;1;1; ; ;3; ; ;4; ; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Urbano;22; ; ; ; ; ; ; ;174; ; ; ; ; ;978; ; ; ; ; ; ; ; ;1618; ; ; ; ; ; ; ; ;40; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ;1; ;1; ; ;12; ; ; ;2; ; ; ; ; ; ; ; ;9; ;1; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2718;641; ;55;6;4;6;1;1;0; ; ; ;4; ;6;4;5; ;6;5;5; ;3;4;4; ; ;4; ; ;12; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Rural;28; ; ; ; ; ; ; ; ; ; ; ; ; ;82; ; ; ; ; ; ; ; ;180; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;668;371;73;73;5;9;4; ; ;5; ;88; ;2; ;8;2;5; ;8;5;1; ;1;3; ; ;1;7; ; ; ; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Urbano;16; ; ; ; ; ; ; ; ; ; ; ; ; ;476; ; ; ; ; ; ; ; ;539; ; ; ; ; ; ; ; ;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;3; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1675;257;52;20;3;3;4;1; ;0; ; ; ;4; ;3;5;4; ;3;4;3; ; ;4;4; ; ;4; ; ;4; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Rural;16; ; ; ; ; ; ; ; ; ; ; ; ; ;204; ; ; ; ; ; ; ; ;68; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;397;274;68; ;2;5; ; ; ;0; ;136; ;2; ;3;2;1; ;9;2; ; ;1; ; ; ; ;8; ; ; ; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Urbano;26; ; ; ; ; ; ; ; ; ; ; ; ; ;624; ; ; ; ; ; ; ; ;974; ; ; ; ; ; ; ; ;77; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;1; ; ; ; ; ; ;3;1; ; ;2;1; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1524;539; ; ;4;5;6;1; ;0; ; ; ;5; ;12;5;3; ;6;3;6; ;2;6;7;1; ;16; ; ;7; ; ; ; ;1
Buenos Aires;CASTELLI;Estatal;Rural;19;15; ; ; ; ; ; ; ; ; ; ; ; ;69; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;154;75; ; ; ;7; ; ;3;11; ; ; ;2; ;1;2;9; ;7;9; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Rural;33; ;9; ; ; ; ; ; ; ; ; ; ; ;336; ; ; ; ; ; ; ; ;182; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ;1; ; ; ; ; ; ;32; ; ; ; ;1; ;2; ;3;2; ;2; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;751;307; ; ;4;14;2; ;3;13; ;196; ;2; ;7;2;1; ;18;4;2; ;1;2;1; ;1;6; ; ; ; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Urbano;51; ; ; ; ; ; ; ; ; ; ; ; ; ;2178; ; ; ; ; ; ; ; ;3509; ; ; ; ; ; ; ; ;179;16; ; ; ; ; ; ; ;30; ; ; ; ;1; ; ; ;2;1; ; ;62; ; ; ; ;17; ; ; ;3;1; ;1;34;1;3; ; ;13; ;2; ;5; ; ; ;6; ;1; ; ;1; ; ; ;3;2; ; ;1630;788;403; ;10;13;13;3;6;0; ;117; ;8; ;20;8;12; ;12;13;12; ;7;12;21; ; ;35; ; ;1; ; ; ; ; 
Buenos Aires;CHACABUCO;Privado;Urbano;9; ; ; ; ;101; ; ; ; ; ; ; ; ;467; ; ; ; ; ; ; ; ;477; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2; ; ;0; ; ;98;3; ;5;4;2; ;2;1;2; ;1;2;5; ;1;1; ; ;1; ; ; ; ; 
Buenos Aires;CHASCOMUS;Estatal;Urbano;64; ; ; ; ; ; ; ; ; ; ; ; ; ;2171; ; ; ; ; ; ; ; ;2542; ; ; ; ; ; ; ; ;184; ; ;12; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;3; ; ; ;3; ; ; ;27; ; ; ;3;3; ; ; ; ; ; ; ;18; ;2; ;3; ; ; ;1; ; ; ; ;1;1; ; ;2;2; ; ;3900;2096;666; ;8;16;11;4;14;0; ;1038; ;11; ;9;11;22; ;11;28;13; ;6;14;8; ;2;49;7; ;26; ;1; ; ; 
Buenos Aires;CHASCOMUS;Privado;Urbano;9; ; ; ; ;65; ; ; ; ; ; ; ; ;986; ; ; ; ; ; ; ; ;1031; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;3; ; ;672; ; ; ;2; ;3;2;1; ;3;1;3; ;1;3;3; ; ;5; ; ; ; ; ; ; ; 
Buenos Aires;CHIVILCOY;Estatal;Rural;38; ; ; ; ; ; ; ; ; ; ; ; ; ;145; ; ; ; ; ; ; ; ;132; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;494;274; ; ;6;22;1; ;1;2; ;3; ;2; ;8;2;5; ;23;6;1; ; ;1;1; ; ;2; ; ; ; ; ; ; ; 
Buenos Aires;CHIVILCOY;Estatal;Urbano;61; ;5; ; ; ; ; ; ; ; ; ; ; ;2483; ; ; ; ; ; ; ; ;3603; ; ; ; ; ;79; ; ; ; ; ; ; ; ; ; ; ;28;1; ; ; ;5; ; ; ; ;4; ; ;73;1; ; ; ;29;2;1; ;4; ; ; ;37;1;3; ; ;25;2;3; ;3; ; ; ;2; ; ; ; ;1; ; ; ;1; ;1; ;5925;864;154; ;13;20;14;3;10;8; ;154; ;12; ;19;12;15; ;18;17;14; ;9;15;37;4; ;79;4;3;17; ;2; ; ; 
Buenos Aires;CHIVILCOY;Privado;Urbano;18; ; ; ; ;348; ; ; ; ; ; ; ; ;1238; ; ; ; ; ;86; ; ;1000; ;66; ; ; ; ; ; ;189; ;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;2; ; ;1; ; ; ;3;2; ;1; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;6;6;4;3; ;0; ;30; ;1; ;6;1;2; ;5;3;3; ;1;2;4;1;1;10; ;2;1; ; ; ; ; 
Buenos Aires;COLON;Estatal;Rural;12; ; ; ; ; ; ; ; ; ; ; ; ; ;64; ; ; ; ; ; ; ; ;56; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;202;48; ; ;4;6;2; ; ;0; ; ; ;2; ;2;2;4; ;2;2;2; ; ;2; ; ; ;2; ; ;1; ; ; ; ; 
Buenos Aires;COLON;Estatal;Urbano;22; ; ; ; ; ; ; ; ; ; ; ; ; ;1026; ; ; ; ; ; ; ; ;1565; ; ; ; ; ; ; ; ;43; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ;5; ; ; ;3; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2162;639;102; ;8;7;5;1;1;0; ;102; ;7; ;6;4;5; ;4;6;4; ;3;4;12;1; ;21;10; ;20; ;1; ; ;1
Buenos Aires;COLON;Privado;Urbano;8; ; ; ; ;77; ; ; ; ; ; ; ; ;521; ; ; ; ; ; ; ; ;671; ; ; ; ; ;51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3; ; ;0; ; ; ; ; ;3; ;3; ;3;3;3; ; ;3;6;3; ;5; ; ;3; ; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Rural;19; ; ; ; ; ; ; ; ; ; ; ; ; ;178; ; ; ; ; ; ; ; ;389; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;535;274;36; ;3;7;3; ; ;1; ;105; ;8; ;2;8;6; ;1;8;3; ;1;3;4;1; ;4; ;1;4;1; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Urbano;49; ; ; ; ; ; ; ;124; ; ; ; ; ;2604; ; ;406; ; ; ; ; ;4484; ; ; ; ; ; ; ; ;600; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ;1; ; ;15; ; ; ; ;2; ;2;1; ; ; ; ;11; ; ; ;3; ; ; ; ;1;1; ; ;1; ; ; ;1; ; ; ;6738;573;589; ;10;17;13;3; ;0; ;151; ;14;1;12;14;15; ;15;16;14; ;7;13;15;2;1;34;9;3;28; ;3; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Privado;Urbano;9; ; ; ; ;168; ; ; ; ; ; ; ; ;641; ; ; ; ; ; ; ; ;1269; ; ; ; ; ; ; ; ;79; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;168; ; ; ;3;3;3;1; ;0; ; ; ;2; ;3;2;1; ;2;1;3; ;1;3;2;4;1;1;7;1; ;3; ; ; ; 
